Cod;Municipio;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018
4307807;Estrela;1170315;1130354;1019617;972590;934084;1023102;1135100;1209569;1458605;1606354;1682355;1634122;1545391;1362120;1472640;1482969;1474062
4307815;Estrela Velha;95460;151133;103868;73132;98078;109161;120956;118771;110291;122010;113700;160631;155097;124222;126499;134613;128430
4307831;Eugênio de Castro;92018;140507;98020;57593;92053;129039;154500;153780;156953;181119;148187;221626;175436;174612;212401;180543;208362
4307864;Fagundes Varela;96408;98439;97300;89950;98256;88402;81343;76320;69673;71012;66395;82906;85343;84103;83523;82804;77466
4307906;Farroupilha;2722711;2687279;2849059;2882477;2771643;2645675;2690670;2759091;3165563;3186423;3108269;3301754;3443160;3303978;3308882;3353128;3426684
4308003;Faxinal do Soturno;133487;135500;134848;124788;129680;125405;137185;142195;167574;232295;164016;201688;178593;183819;186824;199707;202940
4308052;Faxinalzinho;41712;64722;50676;35626;44128;52066;62031;46524;48984;57287;48431;69860;63269;61990;70644;59691;65748
4308078;Fazenda Vilanova;232468;110259;123192;128261;128527;158778;161238;199475;200040;161142;143671;139598;130819;135777;129806;125812;114939
4308102;Feliz;321479;304066;301731;327854;336157;345999;348969;345356;394048;411527;423918;426533;444745;421121;419102;409311;422476
4308201;Flores da Cunha;972024;946658;995046;978448;990844;1008522;1010602;1038546;1275128;1376229;1439212;1499684;1578552;1521664;1423404;1553807;1623650
4308250;Floriano Peixoto;38935;58230;46650;30721;41466;51575;59515;50621;53280;59311;53336;58746;63127;59614;57733;51749;58932
4308300;Fontoura Xavier;163557;150562;143456;145094;153973;169535;165122;161799;170871;189821;168494;195292;201906;189820;196090;190258;200694
4308409;Formigueiro;144238;155290;155792;105241;126448;137997;154465;152588;144717;138856;143805;180911;182723;202708;184283;190540;189822
4308433;Forquetinha;45297;54323;51268;47512;47461;55046;50632;43913;65778;47506;46122;50273;50918;47106;45523;43162;42232
4308458;Fortaleza dos Valos;214567;344172;259584;143115;184645;204246;233990;227015;193617;234632;204128;305624;307860;284863;299787;260974;324156
4308508;Frederico Westphalen;642240;655816;664921;671834;701403;753890;828681;830216;1059612;980606;976347;1077470;1097325;1085471;1105644;1141331;1142319
4308607;Garibaldi;1239579;1354281;1506830;1465877;1412560;1488176;1627858;1561832;1731337;1785278;1915912;1980457;2075000;1982715;1881470;1919109;2076992
4308656;Garruchos;89997;136569;101825;70914;70740;98272;102265;86884;102855;103383;86116;133218;115441;124598;127527;107845;125238
4308706;Gaurama;141679;179007;152240;125243;132696;152729;173996;150149;168052;177327;187325;217609;208095;218866;234518;226886;235322
4308805;General Câmara;154584;122628;199935;168569;164714;181876;155434;165837;163882;142769;134144;172654;159497;162344;160118;155621;157777
4308854;Gentil;85203;99792;69610;39677;55665;68148;98657;81821;84072;96860;106589;120573;111093;112142;123752;107010;110237
4308904;Getúlio Vargas;363207;414874;409626;348222;386167;425974;452788;433859;496957;520398;512611;555022;560839;535768;535601;536133;554630
4309001;Giruá;538342;707279;574198;393443;459803;586321;574053;569472;644352;699082;549969;755053;719949;716740;764364;708932;784936
4309050;Glorinha;130127;139993;296929;315612;342982;458411;494314;456319;498169;480362;523756;485846;404597;419619;363984;342266;329454
4309100;Gramado;985772;948210;1025863;1084505;1153517;1199460;1221369;1301886;1543740;1614299;1766224;1826674;1902079;1933512;1793062;1916625;1969580
4309126;Gramado dos Loureiros;29145;45370;35128;26742;33272;40148;40966;37374;40538;44200;31939;55019;52489;51084;48509;45515;53391
4309159;Gramado Xavier;54504;68424;65963;55270;62573;62758;64945;58214;67872;74866;72414;82319;90830;77160;81322;86077;83011
4309209;Gravataí;8012779;7655243;8125928;8147857;8536451;10625175;10691536;10367768;12458614;12587461;12285990;13847128;13720952;11396242;10964738;12868030;11964052
4309258;Guabiju;36100;41832;43169;39598;54181;51132;59839;57392;53384;51326;49622;63369;73678;81089;79032;70974;74048
4309308;Guaíba;2244696;3189235;3264153;3578238;4292236;4224715;4201139;4132314;4970185;4957391;5260570;5666230;6429782;6260604;6439872;5817768;6729778
4309407;Guaporé;489392;489565;503761;528707;539866;597616;687113;650173;727992;738716;746591;808811;872044;872191;833040;855457;866189
4309506;Guarani das Missões;217600;270827;208311;167958;188775;227607;233149;264847;272216;272535;256906;325312;305163;294330;332130;300054;357567
4309555;Harmonia;72236;79186;81047;95514;114115;105113;101669;97480;110320;119040;131811;134552;148727;154117;166599;180015;169229
4309571;Herveiras;41093;53877;53233;44924;48103;47430;47042;45037;59375;62775;49643;70428;62018;62330;58196;65876;60127
4309605;Horizontina;1883088;2608846;3457694;2321723;1949900;1709635;1746769;1374894;1524684;1610680;1506853;2200402;2503646;1403407;1413885;1573435;1626247
4309654;Hulha Negra;113673;102696;131950;108296;103291;109695;116755;113298;123894;137433;144169;167603;156359;168353;183030;181967;201585
4309704;Humaitá;103022;133191;110370;82851;99620;119842;121947;117043;135957;138453;124813;163579;163954;153696;146384;146431;145045
4309753;Ibarama;72424;80309;71117;66188;70424;76932;85895;68825;77959;81856;74148;93994;88639;85090;87533;95495;90584
4309803;Ibiaçá;142649;188723;155267;94723;139071;153768;164810;154761;169895;183999;163678;241470;200669;208636;215731;205062;222148
4309902;Ibiraiaras;215190;228514;233831;180149;210178;219377;242094;212972;227254;232311;248650;276362;274333;291601;287101;249251;248921
4309951;Ibirapuitã;82935;122233;90858;52695;71264;88324;91363;87214;88790;98742;87309;127599;107230;116012;121026;100875;117234
4310009;Ibirubá;693059;1002340;890741;611588;647114;722428;934365;901209;863743;944001;1039517;1258798;1227156;1026488;1050088;969639;1065952
4310108;Igrejinha;950061;859078;1037991;1162645;1158231;1186583;1301405;1274886;1742948;1797228;1811940;1802522;1837983;1764164;1609729;1730361;1815164
4310207;Ijuí;1949419;2204615;2058012;1859840;1819033;2026824;2237137;2237338;2778542;3261558;3448122;3432091;3246263;3314383;3354579;3308113;3530436
4310306;Ilópolis;79418;83528;88006;78465;90031;92763;98035;99685;104231;106924;100978;128276;136598;127085;127895;116177;104592
4310330;Imbé;288947;290543;309619;310358;330385;374235;368995;385737;428730;402751;448793;451454;469158;489662;494918;456651;455220
4310363;Imigrante;129935;126304;142400;137222;130379;153520;161349;135062;187424;193898;185308;227708;275452;202668;190179;208102;239314
4310405;Independência;185941;250166;190535;133690;142356;183344;180829;170284;177209;217241;135101;234371;237017;243917;269754;252125;284071
4310413;Inhacorá;56385;81313;59192;34180;37380;57556;54985;46944;54043;62213;37272;67378;60589;59960;64569;65370;72493
4310439;Ipê;136871;145637;152409;148870;154562;169650;167602;162436;186399;177999;166929;216206;209480;235017;236953;205249;196749
4310462;Ipiranga do Sul;86228;125113;103918;66647;73376;86154;93219;85725;87411;94935;83781;105579;100608;94866;99830;91658;103950
4310504;Iraí;117939;130703;122115;113212;118024;122881;129535;122072;132077;139085;145024;169305;170983;166897;170591;183353;169919
4310538;Itaara;68317;75149;68745;62270;64126;71176;77858;75768;85471;89017;85095;102594;99749;96344;93453;94782;124774
4310553;Itacurubi;68476;90244;78606;63722;60834;75814;84449;75888;77277;74043;68428;92766;80043;94500;104249;91666;92000
4310579;Itapuca;43866;48983;44831;36845;42372;36829;47717;46530;49976;54712;45364;58519;57887;53181;54286;56248;57567
4310603;Itaqui;1176404;1265851;1285320;1124550;1144272;1027617;1219007;1200351;1170945;1143982;1199087;1370192;1365077;1359457;1306894;1395027;1388326
4310652;Itati;54783;53715;48660;56387;67103;53670;56050;56779;59083;53934;53886;77294;71384;77228;86920;62017;64391
4310702;Itatiba do Sul;52875;68447;60166;56743;57013;73132;69146;52815;63242;61077;56496;66434;71453;65788;67422;64654;58551
4310751;Ivorá;58854;39040;43058;35464;38977;39530;49406;49033;54559;47068;40345;59039;55481;55412;54092;50787;52897
4310801;Ivoti;924251;899403;1111256;911307;840517;769505;802408;692486;867475;871172;938761;971754;997779;1030900;985963;958939;1012333
4310850;Jaboticaba;67418;84458;69402;57817;65428;75168;84218;72517;96956;93138;70204;98435;94875;99707;101994;90195;98439
4310876;Jacuizinho;81154;99420;81907;37587;61009;65053;74532;73441;66424;77784;59240;111680;97533;101030;112827;102835;117096
4310900;Jacutinga;95869;141520;113019;70904;93247;110594;120862;120385;117101;127419;114350;168909;144664;146541;129025;119438;134460
4311007;Jaguarão;453886;487145;486633;457110;432082;476717;549092;517283;560324;522747;585470;708246;737539;703682;698999;741208;670646
4311106;Jaguari;202992;202969;196974;181070;200236;210390;208979;210073;234519;227217;233713;266603;239166;260310;249192;255550;254642
4311122;Jaquirana;70841;69456;65715;64012;66033;78652;64850;63963;68160;66773;68611;74417;75207;72138;74302;70593;67006
4311130;Jari;94464;123816;104630;68912;95575;121089;144206;146615;127639;151268;103094;208880;176979;192968;204282;184672;218315
4311155;Jóia;246553;503347;279966;144930;213868;312812;387155;336741;350337;416573;236244;493441;431876;433408;449984;424285;527538
4311205;Júlio de Castilhos;607421;797799;638026;420678;518840;584123;664910;667836;699164;825591;724582;1099948;1076930;1156009;1141154;1087895;1307194
4311239;Lagoa Bonita do Sul;41781;49819;51497;45496;51765;56417;65130;52826;50719;57905;54330;66833;63240;62806;56241;62666;59817
4311254;Lagoão;52142;63360;65863;61656;72720;79527;93419;83726;90964;96811;89855;115280;105087;104686;102301;110560;111632
4311270;Lagoa dos Três Cantos;57067;97097;75893;40618;54618;59073;73725;73433;69207;75434;65062;95563;79158;84977;93819;80209;94387
4311304;Lagoa Vermelha;629261;709992;692616;582306;667947;724708;793054;761115;936351;979695;1013062;1111164;1158616;1071552;1019523;1015554;1164135
4311403;Lajeado;2341369;2428298;2689274;2795163;2825665;2879424;3109720;3165324;3618227;3732906;4140349;3924587;4082576;3810253;3717816;4017694;4241235
4311429;Lajeado do Bugre;27808;36717;28869;21962;28613;36891;50823;30735;40406;46083;36156;52525;48441;46386;54503;47235;48942
4311502;Lavras do Sul;152728;177062;181891;166752;168075;205635;220719;217682;205019;190755;190937;241795;235963;259474;270208;238594;252428
4311601;Liberato Salzano;75658;90503;69288;62923;77406;87864;84834;86222;95992;110717;93527;123261;126404;136809;132389;133557;140321
4311627;Lindolfo Collor;367820;347758;530504;279163;303573;282930;277884;206112;271018;235652;267880;304360;387219;353982;314083;318821;296697
4311643;Linha Nova;42984;43996;36838;37795;38804;38547;44898;40910;41612;41091;41221;54048;52816;56104;61555;47057;48219
4311700;Machadinho;161536;164526;152251;71882;87678;110728;115837;98351;126966;124486;119072;139682;151400;158347;173784;159147;178996
4311718;Maçambará;247942;308843;292904;180937;209355;183086;239452;211917;211867;199846;161439;250878;224845;243184;260836;266884;245439
4311734;Mampituba;36908;44036;37775;35906;36453;36980;43304;37381;41870;41041;42329;47797;54496;56821;58192;58746;53257
4311759;Manoel Viana;153513;195746;163865;132339;142015;166652;190145;162565;172280;188301;156836;238529;216755;247555;247263;246099;277626
4311775;Maquiné;77426;72965;71903;78435;82734;87637;87836;89945;98348;98313;102275;116056;124749;126686;132250;117911;121310
4311791;Maratá;66017;64574;54761;54375;59378;62410;71701;71913;91828;93978;102557;115194;122209;106721;97555;93361;69243
4311809;Marau;1556243;1666397;1591513;1561774;1505143;1560883;1763809;1779845;1884164;2208123;1992005;2032333;2091507;1981154;2051448;1970766;2051324
4311908;Marcelino Ramos;92138;104936;102345;88371;93535;105684;104256;90754;100281;105471;103734;117469;118487;119626;118616;118544;116522
4311981;Mariana Pimentel;71740;61065;54020;51536;54372;49466;58748;67038;68429;65898;61304;64287;67535;67418;91111;69230;66320
4312005;Mariano Moro;38063;46365;38994;36211;36870;47062;45994;39092;43828;45003;43978;57947;60689;55891;52864;48087;50449
4312054;Marques de Souza;69456;72024;70758;64498;67622;74176;74580;71178;77303;87030;88287;90341;92531;90564;91152;90048;87938
4312104;Mata;75837;81910;80561;76124;86447;90654;85271;83487;86495;95928;91849;112960;112198;110043;118888;112168;114241
4312138;Mato Castelhano;101556;119679;88122;60384;86102;94834;114977;92365;89482;106611;101688;140132;122727;129227;119749;85543;103994
4312153;Mato Leitão;101167;101888;90169;90105;93535;105727;140570;139246;162741;188420;158115;140589;171769;155274;143353;149438;154162
4312179;Mato Queimado;32775;48480;32083;24890;32499;44802;40087;37955;47204;50700;39246;64681;56139;51781;59084;52367;59356
4312203;Maximiliano de Almeida;83149;104265;87335;71265;85884;96394;103547;94209;100045;100585;100574;106477;105987;108576;114584;100734;116743
4312252;Minas do Leão;99214;115989;131499;114769;115776;158426;143710;144376;147231;132396;134496;166940;165405;192851;189519;172086;176749
4312302;Miraguaí;44635;59174;48096;46169;48779;65931;75319;86164;94135;130258;124120;161719;157547;147590;152595;123240;132997
4312351;Montauri;43471;47181;43164;32350;37286;42273;47210;47777;57894;56817;51028;66078;60786;62967;61288;56596;57083
4312377;Monte Alegre dos Campos;59110;58862;52864;47677;52920;49503;51834;43952;53248;51156;62072;58375;62035;67930;78384;75423;64838
4312385;Monte Belo do Sul;59623;64156;68190;60806;66889;93565;111246;105719;126497;128924;146472;136404;150427;140565;124034;91973;79016
4312401;Montenegro;2351030;2347022;2371364;2504723;2300308;2384559;2897056;2791014;3143719;3112926;3087689;3570755;3509688;3316319;3071214;3380630;3729773
4312427;Mormaço;64979;118644;92178;46223;61597;81561;85508;83894;79574;89682;79985;108898;97096;96905;93185;93546;108241
4312443;Morrinhos do Sul;49132;57084;54102;49541;53104;55007;57944;57433;61048;54756;55623;63757;67482;60717;65624;61274;55176
4312450;Morro Redondo;77965;86869;86243;84175;84294;92586;99885;93324;102576;99097;102925;108734;107120;103851;99982;90480;91742
4312476;Morro Reuter;136326;149029;155304;153827;145392;146885;156120;151523;155330;150218;166881;171730;171559;173418;184256;179318;182805
4312500;Mostardas;318488;379849;381208;297912;286004;303469;362458;343697;341815;276371;329533;353555;402052;331658;365096;374115;358553
4312609;Muçum;132569;134971;134692;137772;215200;290490;295313;217858;320105;305013;305737;222024;271558;267077;267052;251680;250661
4312617;Muitos Capões;309141;459703;293923;221498;296487;298513;357326;255826;389185;337555;320360;431563;470423;510156;556010;395061;431524
4312625;Muliterno;35153;39563;33677;25501;37811;40743;50991;41469;46584;50229;45085;56545;50360;51881;54169;46467;52385
4312658;Não-Me-Toque;727598;966195;950260;633768;664996;726087;970453;922996;1056171;1191242;1169305;1522950;1362138;1151821;1090504;1198670;1275494
4312674;Nicolau Vergueiro;75548;95217;79978;43351;59476;69106;82786;75938;74742;87617;74603;104257;80846;93963;88769;85518;92153
4312708;Nonoai;212452;304223;308590;193806;239532;275182;295261;388650;316120;359572;321573;387233;351223;387171;400457;381938;427622
4312757;Nova Alvorada;114451;128306;121991;105680;110034;115868;125657;127698;119782;131633;120576;157630;163524;159607;166526;167622;169032
4312807;Nova Araçá;120505;125173;138595;164278;166897;225880;426618;321428;237630;245561;251058;197871;276202;342881;290078;198111;211019
4312906;Nova Bassano;567490;519531;662393;626544;616617;701368;815929;801646;732936;849984;993038;945874;1088311;781381;585852;478900;511068
4312955;Nova Boa Vista;54870;65123;52152;36167;50387;54934;56521;51088;57686;61920;53835;80291;88039;87526;88066;87655;91690
4313003;Nova Bréscia;85235;94398;92571;88911;80944;101746;90795;89917;97747;92771;90004;98476;101065;104603;104361;104536;104221
4313011;Nova Candelária;83331;102477;102548;112887;146126;192199;274278;284445;108613;127170;119797;138208;143166;135995;142040;149028;147118
4313037;Nova Esperança do Sul;229580;202824;150053;119964;150412;200442;167771;117200;150130;157703;163036;167301;149093;143581;136361;124850;128579
4313060;Nova Hartz;532191;514132;505785;534934;573389;630814;710074;660717;991298;1127945;1061134;879037;914523;763908;651489;638680;632950
4313086;Nova Pádua;69968;72629;70763;67337;77041;71671;70028;68408;66876;64889;64930;67102;71689;74098;74100;75842;71085
4313102;Nova Palma;164887;254585;227149;201339;284408;289985;326273;300582;191565;200593;182330;231677;243903;244902;302759;298986;310073
4313201;Nova Petrópolis;511718;493770;524603;563375;568321;591379;616269;609818;686445;720706;763350;765668;770639;783917;757219;768150;792489
4313300;Nova Prata;1179953;1179550;1544225;1493469;1367887;1300404;1309317;1271970;1181633;1169478;1134170;1168884;1064583;1166726;1187926;1215235;1593815
4313334;Nova Ramada;64525;109315;70051;38105;46762;75246;93590;86346;82858;98597;65482;120309;106220;117941;133556;134115;151559
4313359;Nova Roma do Sul;69281;72874;79068;71034;88205;94188;111027;104572;111550;112172;115011;127236;131466;183514;155831;183123;182745
4313375;Nova Santa Rita;576781;508209;565861;574262;593902;624909;703910;732530;895419;1025438;1139908;1244941;1362882;1274675;1239719;1359727;1663379
4313391;Novo Cabrais;64255;71077;72434;59937;63001;67005;79060;77703;76393;76038;74289;92745;97697;97009;84936;90549;88494
4313409;Novo Hamburgo;8776176;8670811;8720772;8996514;8829138;8892931;9043213;8423783;9454991;9780780;9524783;9582904;9833177;9512099;8945104;9321115;9404444
4313425;Novo Machado;98734;148858;94516;57095;75249;90483;90987;92592;95828;108641;92710;120006;120434;126025;125979;122694;120591
4313441;Novo Tiradentes;33421;45315;33347;29859;29276;37966;37300;32503;42747;52868;41066;58785;53415;51722;58943;47782;49260
4313466;Novo Xingu;35857;43652;33469;27091;36216;42913;44035;37920;44334;44451;34405;56055;53537;54559;56421;52624;57257
4313490;Novo Barreiro;45553;55108;48141;36346;51333;62412;66469;59075;72443;75252;66841;94759;90057;88368;89654;86647;88454
4313508;Osório;1502930;1481308;1806698;1889041;1922133;1959166;1809758;1840265;2115807;2074581;2454378;1408849;1462666;1467781;1436952;1734941;1563675
4313607;Paim Filho;87571;103739;93199;74429;81165;96835;96451;90423;111777;102375;103744;104211;113905;110884;114548;105517;109912
4313656;Palmares do Sul;256798;293096;301565;268470;258221;262958;301011;287316;304289;280599;313238;361568;380370;476908;453993;485468;469027
4313706;Palmeira das Missões;885118;1232819;1060738;641950;750790;986159;1014957;1063677;1097377;1276707;1034665;1407184;1348388;1332958;1406340;1311259;1460340
4313805;Palmitinho;105802;108906;103657;97221;103698;125490;134111;120918;135231;148438;151575;178081;199802;182956;196653;184492;183202
4313904;Panambi;1277184;1569425;1493037;1178849;1064765;1267129;1452694;1573798;1878678;1937971;1724876;2181798;2369368;1971130;1825242;2051208;2126578
4313953;Pantano Grande;243046;312153;283080;225219;218027;220890;248409;233870;270208;280839;296870;324037;325037;318411;342898;345209;346217
4314001;Paraí;228669;241531;238987;230707;233385;236155;247437;228715;245092;262912;260427;288201;305013;292168;286439;283534;290121
4314027;Paraíso do Sul;123207;132347;131834;109721;123678;131222;153390;138794;137255;140951;131131;163549;161319;166681;155622;168740;154885
4314035;Pareci Novo;84628;72919;75645;71661;82000;82294;80117;77971;85112;81655;85699;91495;93121;92037;90991;93623;95838
4314050;Parobé;1475015;1197123;1092333;1100463;1000704;1028925;1017061;956870;1245905;1287120;1291815;1302917;1387392;1275343;1147765;1196523;1227222
4314068;Passa Sete;64262;76744;79894;66109;78794;85847;97856;84646;86082;98663;91343;114425;106281;105049;90822;112064;104234
4314076;Passo do Sobrado;134091;167201;158542;136289;124417;131481;135124;126045;156903;177241;155871;192831;176342;171936;179094;183497;172014
4314100;Passo Fundo;4937123;5152342;5289487;5141953;5269086;5522216;6102498;6114210;6666147;7331054;8690945;9825903;9303228;9154595;9037463;9024854;9145515
4314134;Paulo Bento;45323;72433;64232;46454;66640;79653;84027;74222;79612;84927;78973;99227;84750;88860;99857;92570;95004
4314159;Paverama;115035;147152;154739;140211;149947;144974;141850;128783;149202;165412;171753;171114;190130;176657;182094;166385;169255
4314175;Pedras Altas;65498;71512;66953;56692;60169;68351;71733;68936;67134;64717;60899;83554;81956;119158;104459;112245;110305
4314209;Pedro Osório;122597;131346;128536;115287;112686;116998;133000;130516;180315;124756;127264;135434;149329;145017;140650;154607;149526
4314308;Pejuçara;148076;248674;192897;92979;155075;186458;218444;227876;202726;225005;145592;272399;234421;232193;267346;231039;268249
4314407;Pelotas;5622885;5571126;5663362;5716875;5795243;6382474;6501961;6527924;7219795;8302661;8377985;8106399;8387225;8656253;8778220;8795658;8843337
4314423;Picada Café;210408;191527;223415;261836;279735;263398;318575;325262;408059;408363;421881;407061;439741;358802;350097;309456;344509
4314456;Pinhal;38738;45759;41797;40431;57254;74656;68915;52530;61063;63050;60895;78082;76199;75520;77839;75845;73958
4314464;Pinhal da Serra;46822;58887;49172;146111;206546;157970;202792;606556;545597;541132;529744;339728;282730;449902;418240;346175;255942
4314472;Pinhal Grande;656057;615713;608001;526536;581332;717923;691520;756275;578253;482099;290859;175757;180392;464018;445934;512895;686453
4314498;Pinheirinho do Vale;51484;62598;52162;52909;55096;70878;76334;66638;76712;77917;74254;88923;93484;86542;79689;89808;84689
4314506;Pinheiro Machado;195624;194515;184017;186714;211747;231779;268840;271629;274404;278567;267246;284987;312697;294377;324504;296422;287326
4314548;Pinto Bandeira;#VALOR!;#VALOR!;#VALOR!;#VALOR!;#VALOR!;#VALOR!;#VALOR!;#VALOR!;#VALOR!;#VALOR!;#VALOR!;44620;45566;55149;56711;50497;53417
4314555;Pirapó;42815;54153;43647;36943;41740;45794;49475;43039;48435;50040;46465;56559;55916;58480;63405;60062;67644
4314605;Piratini;297304;323865;314131;282307;276551;305144;324949;310171;311060;320018;330805;381573;392069;374049;381496;411568;415909
4314704;Planalto;141776;146186;138360;139020;135206;154654;145377;143560;167642;166664;165634;186758;192971;196101;202206;195405;195022
4314753;Poço das Antas;34326;39179;39541;35211;34935;37812;44427;42877;45754;43040;51151;79343;74365;73564;75137;84028;88241
4314779;Pontão;155596;218010;179022;102674;154100;182349;204920;184280;189169;210134;186205;257385;182422;241651;261188;232572;225484
4314787;Ponte Preta;37323;43223;37403;28162;38268;45042;49762;39470;44508;46841;41636;60986;55564;51214;57653;53263;61997
4314803;Portão;1022067;1011746;1128567;1207644;1144628;1204719;1176447;1176880;1300635;1329267;1226135;1319651;1442089;1336418;1206377;1148617;1207172
4314902;Porto Alegre;59610993;57106076;58990168;63907894;64778954;68310178;69579574;69138802;72958856;76126134;79165512;78686885;80607128;79788965;78793619;76608420;77134613
4315008;Porto Lucena;83506;97111;83390;70902;77722;88510;83479;78821;92127;98197;86822;107256;99686;103696;109377;106054;104686
4315057;Porto Mauá;39536;50920;42549;35914;41236;45020;43449;47281;47554;51463;53067;55875;56546;59451;63343;57605;61308
4315073;Porto Vera Cruz;30556;38622;31840;24860;28448;32098;31083;27652;31368;33316;31582;40081;38253;34625;34162;33316;31549
4315107;Porto Xavier;129189;149575;150525;138295;148857;151968;163294;135943;160108;148236;143123;175440;159245;167607;172498;168069;175984
4315131;Pouso Novo;44768;42003;52371;48242;50882;52154;59746;55368;49170;49185;48754;53878;50175;44334;46780;45133;41814
4315149;Presidente Lucena;40823;42870;42551;48704;45929;47246;52325;51651;60117;68190;78659;95059;111910;118645;111506;122106;140251
4315156;Progresso;104180;123762;125258;103855;111299;125775;123678;107938;117284;129858;117159;136465;140830;126395;126157;128892;124204
4315172;Protásio Alves;52314;63710;63277;47864;53097;55898;54810;46820;46432;50054;43398;61551;60089;59176;56542;53685;51914
4315206;Putinga;112540;134488;116444;97307;98060;104588;101514;93005;91350;101548;87146;101977;105747;103202;98420;100219;94170
4315305;Quaraí;424644;394438;401833;347925;369870;362579;396255;386446;412762;387322;391821;431332;457482;475721;459082;465915;447579
4315313;Quatro Irmãos;86588;119642;97957;43548;66679;84591;79779;63776;81933;93497;70603;110411;110179;117750;125178;113954;131905
4315321;Quevedos;87389;126014;88993;61661;83300;93662;112267;110232;99905;122938;99055;172981;156185;154447;165071;145015;180365
4315354;Quinze de Novembro;129796;196062;140484;100215;118619;133809;154985;134854;124859;142422;128425;184022;161909;150542;146511;141316;148010
4315404;Redentora;78471;109176;95846;76583;96786;122968;110308;108304;116919;128418;107837;177603;170041;167548;176463;164652;174107
4315453;Relvado;50643;53795;49624;44462;46773;50173;53100;48818;52739;51233;46169;57997;57723;55155;52678;48083;47103
4315503;Restinga Sêca;396540;421542;377540;262885;317463;349922;380995;353729;340245;369572;373939;439482;443250;446894;439537;449617;463381
4315552;Rio dos Índios;54501;86062;74115;47372;57367;71340;75700;65381;67913;73045;62816;97162;80169;86968;86418;81876;87153
4315602;Rio Grande;6079133;6976443;6414882;5493385;5781167;7965236;8725057;8502634;8782593;8540547;9435860;11069261;9265088;8516492;10466075;9644007;10853316
4315701;Rio Pardo;720815;727976;702815;594150;612290;666281;711776;677365;749903;786481;728643;951940;937877;969274;975453;926587;933340
4315750;Riozinho;110338;104800;116616;119080;108368;107933;113950;119224;123537;121587;130296;141399;144032;130294;118017;116514;123810
4315800;Roca Sales;217470;244420;263816;255540;245681;259986;364204;306025;347829;330263;300495;440724;496332;493220;473870;458244;462546
4315909;Rodeio Bonito;96722;102809;88370;80073;92272;108915;113406;105192;125218;139925;132763;157469;169217;167537;173275;173028;174930
4315958;Rolador;54072;90139;52574;42357;52412;69614;78959;65807;75964;86141;57219;104527;93872;87886;106042;86701;99764
4316006;Rolante;340161;342791;331994;356254;392523;387531;417391;411439;507809;547339;532271;572899;596891;602279;566709;603618;617912
4316105;Ronda Alta;222554;317848;226909;160955;219221;232369;251955;254941;266376;276968;244128;311131;315148;306733;336147;296242;351049
4316204;Rondinha;140456;162851;137429;106078;126742;143009;155337;131740;146725;151894;126058;180063;169262;191762;200906;180960;190153
4316303;Roque Gonzales;106490;138929;105374;96791;99799;119650;129634;120211;136060;142622;122087;149598;146466;670713;663500;807011;806688
4316402;Rosário do Sul;692906;718883;763002;667435;666953;746591;887701;890706;889893;962587;839984;960689;959431;976226;927996;946277;905708
4316428;Sagrada Família;30816;38298;35759;26852;28802;39202;46350;36987;43318;47599;36470;64085;65902;63767;64935;56506;57641
4316436;Saldanha Marinho;102260;174648;146179;80164;92514;110000;121007;127528;110503;125768;87870;162349;132557;139662;158209;143917;164532
4316451;Salto do Jacuí;1090397;621803;576359;497880;828007;1022529;1012839;864689;748707;647793;450425;323425;298135;551697;619939;646830;804656
4316477;Salvador das Missões;61660;89002;71318;61057;59792;78909;84894;88230;101739;106414;102988;115109;109752;115810;120896;121316;123685
4316501;Salvador do Sul;275831;308755;307460;303279;317852;320619;313376;318195;289778;315331;298008;347918;337828;316343;295884;303021;281333
4316600;Sananduva;408203;509443;463242;383256;411670;449344;495690;459881;475613;512032;518102;584456;560903;540126;554631;550498;597968
4316709;Santa Bárbara do Sul;445256;711360;557853;315236;376180;433908;482265;485582;449509;536452;500619;718799;617992;638042;725768;611941;787040
4316733;Santa Cecília do Sul;46212;61259;55959;34020;49028;51789;64167;52676;60003;69921;56109;80380;81205;75741;80047;72273;75301
4316758;Santa Clara do Sul;257071;208871;208342;187798;171355;175721;152949;138605;154490;186044;183672;219257;275338;255676;239882;258774;267037
4316808;Santa Cruz do Sul;7173101;6644623;7262119;6486085;6432003;6227126;6258254;6787644;7132172;7638625;7953774;9110711;10057391;9092310;8861981;8740278;9485198
4316907;Santa Maria;5194505;5212682;5501630;5547269;5751652;6245523;6315395;6378990;6841457;7209473;7362348;7818562;8157634;7445595;7262071;7537897;7793975
4316956;Santa Maria do Herval;127476;138161;140959;144409;149644;150509;165545;173543;211650;198665;198326;231901;223722;244883;224442;199342;192348
4316972;Santa Margarida do Sul;106711;143413;125907;84109;88534;109781;124832;114577;155704;124132;102862;174641;164652;212660;199403;186729;226963
4317004;Santana da Boa Vista;97699;102522;105968;94792;105555;128503;129595;127202;126176;132859;133262;156510;164828;194562;207558;176482;188752
4317103;Sant'Ana do Livramento;1350445;1294902;1320757;1341912;1326936;1413639;1445051;1384879;1492251;1549281;1629164;1793000;1837928;2226900;2505273;2702520;2631507
4317202;Santa Rosa;1898231;2129006;2156332;1828242;1731120;2001612;2588142;2265498;2538340;2720156;3043872;3050030;2936985;2819568;2813365;2951162;2997013
