Cod;Municipio;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018
3143104;Monte Carmelo;795688;792329;923457;873876;1005728;1133657;1194959;1002992;1269527;1430469;1239763;1498169;1601537;1310632;1124541;1140691;1127893
3143153;Monte Formoso;24094;26253;27030;26717;27939;30323;33660;32982;29044;29367;29023;30750;32737;33392;34306;33529;34465
3143203;Monte Santo de Minas;322507;321687;302496;370361;404113;336989;399384;367093;382016;436702;516287;433886;431221;429025;472852;373519;404354
3143302;Montes Claros;5474008;5542607;5913892;6440925;6604861;7338429;7266752;7608883;8271248;8609197;9014614;9567782;9828976;9381835;9500877;9370952;9441519
3143401;Monte Sião;406765;390972;391515;364458;367025;312443;357218;346521;405697;444670;445187;413000;424443;465983;438029;431654;411201
3143450;Montezuma;35568;33822;37042;42101;42948;47296;50018;51251;52658;53483;57352;59117;63754;66386;55070;62977;68800
3143500;Morada Nova de Minas;123888;135011;130396;148322;150407;153481;150682;154100;159005;172522;207816;225937;220499;247129;279085;284600;311060
3143609;Morro da Garça;42429;49953;51566;42177;50548;42081;59640;49621;63391;59057;57749;64635;60049;175204;182881;49388;46522
3143708;Morro do Pilar;32755;29930;26209;28955;29856;29936;33078;30050;93715;35567;43431;47603;41018;36765;32881;34038;32551
3143807;Munhoz;48408;47985;45225;48380;57003;56963;58059;56294;58714;58043;61419;67166;67881;75549;85594;91989;89051
3143906;Muriaé;1384609;1381023;1436217;1521254;1785009;1747049;1848643;1942701;2080066;2157344;2247623;2365265;2307742;2216126;2207079;2194890;2149762
3144003;Mutum;217168;220564;228881;247346;259491;257911;284920;287725;308635;378856;350615;346895;366463;350991;371440;391115;378095
3144102;Muzambinho;274689;245043;294250;309680;338027;321793;354598;338234;382878;388882;452258;422376;468283;464087;496516;433727;390639
3144201;Nacip Raydan;22906;21328;20902;21920;22616;24271;24029;26389;28207;27327;27816;31621;33543;32477;31881;28220;28594
3144300;Nanuque;556126;535620;558462;565530;650362;692243;714570;672400;897595;694253;720025;738648;724495;746978;698164;672970;707305
3144359;Naque;41206;38710;40021;42995;88929;62377;78224;54563;55801;62615;63997;68927;74924;76848;73375;71697;74309
3144375;Natalândia;29515;31138;27882;30736;31919;33193;34137;35202;36784;40869;44879;48632;48705;47606;51339;45809;45819
3144409;Natércia;52055;49072;57004;64380;70498;62942;65402;69884;69825;90428;77111;71728;71020;78645;89393;70968;75324
3144508;Nazareno;155554;144244;158524;161812;150391;141014;165537;152136;174061;215614;256834;267589;265185;256928;267470;218177;310794
3144607;Nepomuceno;380232;305778;437777;355917;472494;353157;365065;369651;388923;504468;460569;437681;470646;463376;511064;464253;457334
3144656;Ninheira;45482;42711;43866;46756;54811;60769;66420;69069;67986;76564;78024;73285;74567;83282;80977;79371;85135
3144672;Nova Belém;42287;39014;36606;39448;49403;53708;45543;43378;40340;51927;58206;44800;52593;62015;63305;39347;41187
3144706;Nova Era;372849;405058;474014;405297;448112;450172;528689;503458;467051;457752;432722;447033;472286;380426;335603;336082;344478
3144805;Nova Lima;2929543;3133638;4003793;3878930;3636325;3991855;4641550;4180880;9191475;11019411;11571595;12993506;11533800;8535466;8502039;9527063;10439694
3144904;Nova Módica;34767;35378;35139;37066;37180;44813;43529;40923;37951;43051;42995;45662;46318;46034;44144;44444;43728
3145000;Nova Ponte;732056;920740;990357;942262;990195;1168195;1144290;965965;1055188;893606;921650;906789;855019;996512;911643;807709;1140199
3145059;Nova Porteirinha;56447;55159;68478;79054;85274;79324;81190;78356;83526;99305;95322;120347;99684;106443;127471;109240;105526
3145109;Nova Resende;140426;125042;212045;191290;251640;198972;337387;197636;296461;316250;364623;251897;313798;321601;300449;309905;275027
3145208;Nova Serrana;727926;773232;930521;1073891;1156584;1147639;1314469;1295656;1725596;1901329;2175810;2233923;2315426;2243655;2277255;2720209;2368040
3145307;Novo Cruzeiro;157912;155176;146596;156423;170415;181504;185834;192926;192413;211757;220245;224645;260333;241945;253726;244136;235921
3145356;Novo Oriente de Minas;53560;53229;53769;59914;62955;61273;67779;66912;70770;74942;72503;74135;74124;76371;80779;85626;92736
3145372;Novorizonte;34514;25810;27209;29149;29777;31371;33159;35567;39117;40691;43847;45663;45203;46908;48654;53035;51366
3145406;Olaria;19760;19975;19839;20871;20881;39736;24451;24228;21921;21001;22123;22541;22807;23782;25776;24697;24158
3145455;Olhos-d'Água;37813;41682;47101;50087;48924;51698;62126;58638;80573;106179;486937;88824;80445;98407;243946;126258;157017
3145505;Olímpio Noronha;28262;28881;32978;34457;40008;36323;34496;36339;34713;42296;37900;36104;39687;40096;44072;38233;33644
3145604;Oliveira;536146;527723;573208;625987;668492;626424;631564;640467;741955;786252;806445;880273;866942;849202;842383;886263;857307
3145703;Oliveira Fortes;21859;21124;21486;23554;23904;25222;25261;25006;26962;30152;29813;30894;31402;31605;32745;31502;31078
3145802;Onça de Pitangui;33038;37513;41462;42703;44185;44441;44476;42969;46239;48099;50600;53390;57462;59409;53346;51316;51372
3145851;Oratórios;38585;39794;39398;43103;46562;46743;48015;46100;47056;49065;53157;57660;54528;51610;51432;55723;50667
3145877;Orizânia;44814;46342;47404;49841;55078;51523;58697;49597;57191;75161;62991;67208;71785;72110;86863;84195;85543
3145901;Ouro Branco;3636007;3784188;5049640;4919924;4748638;4986934;7370996;3540009;3496677;3951670;4156225;3995794;3917946;3771426;3222187;3511924;4075206
3146008;Ouro Fino;525116;484014;588629;613020;624965;498544;563747;593393;680569;748317;710573;681644;645237;667681;689473;687378;712619
3146107;Ouro Preto;2297091;2608949;3202026;3835712;3405444;3311712;5438158;3071002;6341901;8647336;8292989;9134467;7339968;4588717;3299599;4855977;6831108
3146206;Ouro Verde de Minas;41122;40138;43736;39868;40376;45502;49305;47803;46711;45411;46143;48770;51016;48632;50078;48318;48964
3146255;Padre Carvalho;30125;30035;28331;29763;32377;32608;34858;39475;48866;55207;364682;68211;48157;66625;68171;52574;55339
3146305;Padre Paraíso;98069;96451;100200;105364;122710;120646;126396;164435;162219;139042;170448;150378;168522;172698;171260;176528;172563
3146404;Paineiras;54588;57093;58210;61057;59147;64264;77183;60977;63594;62082;67225;73626;64932;62206;61781;62441;59442
3146503;Pains;161873;169823;170232;208929;245755;222556;252174;220204;276972;377960;355319;383447;356137;304086;311193;325208;286792
3146552;Pai Pedro;31000;29702;32389;35852;34960;40027;44123;44065;43663;43991;44828;44972;45767;45265;44760;45397;44555
3146602;Paiva;17901;18098;18184;17762;18963;20318;21963;21477;20287;19653;21056;21606;22018;22081;21743;23161;23638
3146701;Palma;54381;55441;58020;59359;62488;59790;58571;62737;65541;66501;68097;75009;73134;68391;68610;72042;72995
3146750;Palmópolis;42098;42498;42161;44236;46019;41707;45025;41088;43031;44233;46955;50020;48048;52260;51180;49233;49030
3146909;Papagaios;172348;189187;233195;199858;276232;315084;294141;278207;273869;269915;262095;267356;266609;255906;245506;261461;259373
3147006;Paracatu;1635788;1734363;1861734;1865303;1703062;1869872;2064188;2112921;2904873;3352092;3910854;3957453;3592178;3335365;3593794;3667140;4309964
3147105;Pará de Minas;1536425;1611664;1969739;1906392;2134051;2141745;2266370;2438129;2693136;2718334;2823940;2955483;2948826;2785763;2696696;2869005;2893644
3147204;Paraguaçu;322851;305579;364253;299152;368964;323906;359607;349683;454811;489578;475298;468369;465511;440956;543941;503257;469316
3147303;Paraisópolis;574189;522346;746229;737005;497636;488163;512050;451711;529127;483343;429941;484776;441974;438652;450471;604639;490450
3147402;Paraopeba;269726;297350;334770;357057;382580;409680;370689;421282;494361;493689;533757;554923;546552;519716;567955;590844;747550
3147501;Passabém;15851;14848;14316;14819;16053;17442;17624;18391;17980;18894;19633;21204;22887;20923;20512;20711;19814
3147600;Passa Quatro;245100;246026;249933;257333;264764;294165;281291;274365;366053;366991;354552;371363;361239;353141;341858;393159;372276
3147709;Passa Tempo;96654;107831;136262;137566;137249;157870;196626;150851;161223;184352;192430;204538;173185;161419;175704;196209;243877
3147808;Passa Vinte;24136;22429;20377;21141;20743;23020;22720;23456;23227;23846;27270;36748;37577;32472;33772;33589;32533
3147907;Passos;1710837;1718937;1936841;1997566;2030810;2015598;2054341;2173710;2405344;2571493;2623475;2654176;2623343;2520845;2491633;2494759;2478993
3147956;Patis;39990;42512;29932;33551;36741;40207;41923;42362;41347;43552;43544;45467;45519;44883;47102;46517;46286
3148004;Patos de Minas;2373557;2455100;2754375;2766923;2853446;2950114;3056771;3184553;3410078;3692000;3878347;4253475;4422746;4462404;4544726;4575625;4685827
3148103;Patrocínio;1451106;1475607;1674603;1695685;1853515;1728453;1963344;2062488;2189663;2492099;2558092;2436192;2762271;2529810;2757780;2860677;2875655
3148202;Patrocínio do Muriaé;51454;51941;55711;58470;61294;56853;70223;54928;68604;79085;80359;107478;101122;98064;76764;77706;90610
3148301;Paula Cândido;68414;68904;70238;76861;79863;85056;82255;85009;80829;104109;94039;100987;97865;97544;97562;99551;96725
3148400;Paulistas;30712;30353;30363;33374;33299;37676;61474;41516;42276;43177;43603;46588;46635;52651;50419;45940;47803
3148509;Pavão;63402;54053;52722;55223;58315;71397;73652;72054;72026;74612;76308;86316;83078;77985;75741;72647;70909
3148608;Peçanha;141867;181569;152718;148153;213898;145748;164329;169544;173073;181943;176970;223946;184338;205324;188738;187225;195169
3148707;Pedra Azul;192231;200228;231348;231019;200751;198278;209374;221104;233101;261270;277024;281994;292512;261946;227858;285312;298738
3148756;Pedra Bonita;48603;43487;47797;64454;58262;51232;56102;60536;67158;98280;73933;65162;71659;62117;78552;65134;66341
3148806;Pedra do Anta;26884;26629;25222;27747;29819;31745;33809;30072;27056;32176;36201;38165;37866;38932;36716;50880;37820
3148905;Pedra do Indaiá;57073;68140;70389;69003;82691;86761;101427;80271;92158;86242;91259;69671;99215;88710;89898;82958;92050
3149002;Pedra Dourada;18722;19836;21332;23190;24617;23627;25160;25030;33287;36258;34041;32950;34396;35136;34931;36529;30448
3149101;Pedralva;121692;118656;121186;131292;130722;125187;133209;125584;131136;161001;157981;140478;154375;144990;164366;135624;130914
3149150;Pedras de Maria da Cruz;59169;53851;58759;59679;63024;79043;89426;76277;69931;74789;76532;85436;85056;85348;86642;88335;82777
3149200;Pedrinópolis;77147;93966;101538;97383;85930;96829;110888;99152;92272;102307;107653;109525;100217;103547;131214;111301;115543
3149309;Pedro Leopoldo;1625232;1675911;1594363;1406822;1459149;1505210;1818256;1772686;1938064;2165490;2161953;2173645;1993406;1753213;1546100;1502338;1422695
3149408;Pedro Teixeira;17962;18559;17511;17973;19699;20913;21158;21196;20367;21256;22052;25530;25578;23807;24251;22338;22251
3149507;Pequeri;29638;29836;30856;36086;43311;46388;41458;41107;41135;46549;48236;45436;46678;46589;45106;44813;43030
3149606;Pequi;43883;47104;50455;54469;51910;57999;54985;61580;52763;56722;56001;68654;68447;63883;61738;63079;59805
3149705;Perdigão;83136;88700;71022;87936;109279;91311;106511;122490;129046;132238;146608;161220;168369;173927;173546;223664;198590
3149804;Perdizes;399362;452123;549759;506536;422590;499569;609311;580785;554740;806548;750859;714803;615309;596531;716015;627347;913865
3149903;Perdões;305985;311786;384921;424815;413565;383133;403119;429064;471307;527491;462471;467050;455479;418860;561583;499921;489429
3149952;Periquito;55279;89715;56960;67676;121309;87317;133084;88714;80963;77141;91619;99495;94493;93750;87962;75873;88656
3150000;Pescador;34050;33586;33946;37886;39474;42831;48110;38848;41094;42342;40881;44438;44373;44659;44389;40367;38966
3150109;Piau;57904;48551;55735;51487;55945;58463;61532;53515;48727;58318;48872;54570;52795;64060;64431;48606;77998
3150158;Piedade de Caratinga;45628;40348;47446;56129;55255;59490;58919;63795;75505;79107;80504;77219;88524;92096;96957;92767;89412
3150208;Piedade de Ponte Nova;44914;46151;46175;45417;47806;47994;51208;53476;44305;57941;56062;54786;53052;49039;47375;52240;49620
3150307;Piedade do Rio Grande;69907;75464;106799;122884;141244;167060;171488;193918;195781;207475;149874;175580;94877;78404;105344;77092;65405
3150406;Piedade dos Gerais;35198;33245;38725;39977;42501;41415;45214;45578;46229;51121;53581;58073;56105;66467;73005;64936;64537
3150505;Pimenta;110487;106051;119141;120720;128951;139231;128297;133906;143426;163114;158399;186144;184576;180351;197064;185634;189441
3150539;Pingo d'Água;26005;26634;27571;28776;32554;31341;40058;36467;42496;39759;49752;43140;42807;41749;40602;40450;40589
3150570;Pintópolis;36431;36967;38379;43116;46217;47767;53074;54095;54858;55879;54616;59632;61234;62987;64058;59307;60200
3150604;Piracema;66341;78254;74843;78327;80967;78008;80838;80506;85435;93573;92723;112196;109602;112196;110403;109992;147033
3150703;Pirajuba;141419;163818;168517;146782;198312;201120;199475;247474;221819;314714;243767;271282;250074;263425;266216;322660;305685
3150802;Piranga;107856;111922;107156;106980;113379;125081;125832;126715;134922;140650;145362;160624;158128;156860;165429;166986;161660
3150901;Piranguçu;51192;48409;50273;49058;49994;50090;53702;54832;56250;59338;55551;58353;56167;57130;59678;55998;65111
3151008;Piranguinho;68366;67167;75627;82267;80698;81847;83402;81911;83435;92269;95405;100824;108700;108047;105857;106487;109394
3151107;Pirapetinga;285074;296417;314102;320770;331974;456165;391230;344390;614166;551580;468573;491579;548014;498011;499708;615431;448659
3151206;Pirapora;1458668;1636200;1766395;1742983;1697182;1867334;1993574;1539105;1965952;2176327;2005360;1875948;2022345;1497918;1822538;1919936;2280151
3151305;Piraúba;103048;104370;105161;109038;112581;115561;109624;113435;124936;130304;139536;153970;164042;162641;164211;171447;158766
3151404;Pitangui;347542;358054;468591;470866;461010;461419;431856;376085;429285;457373;445160;494238;505635;473925;443776;532821;527091
3151503;Piumhi;497729;490389;586547;630347;671828;684883;615794;732825;819078;1039427;942358;695084;843923;825925;947358;905451;866506
3151602;Planura;602666;674978;741915;706387;750132;670941;705077;590257;524037;612237;504943;376179;356551;449498;457263;510150;454915
3151701;Poço Fundo;191141;165145;238966;191337;201234;191137;208720;204857;255949;321582;262318;233725;247943;276474;284285;270835;307853
3151800;Poços de Caldas;5967423;5826888;6464780;6341641;6432889;6184633;6118840;5666890;6390123;6703463;7066316;7947750;8139040;7617299;6633570;6654238;7645804
3151909;Pocrane;64758;62555;64443;66419;71154;71377;69239;76483;75741;78026;80793;85125;88269;90880;94395;106512;90103
3152006;Pompéu;389971;411527;441683;478996;528757;581599;640034;611706;598908;656387;628470;685716;707704;721431;731842;764687;782138
3152105;Ponte Nova;981918;982613;1111575;1075964;1149972;1204723;1237761;1254547;1334684;1602313;1566566;1540019;1629668;1627572;1608518;1723981;1653389
3152131;Ponto Chique;26780;27647;29545;32603;35669;37200;41987;38466;38015;38610;38349;40901;43235;40713;41451;39951;38512
3152170;Ponto dos Volantes;59084;60349;65443;71633;82371;94769;78834;73217;96789;93567;91758;108737;104701;98915;106721;85184;85117
3152204;Porteirinha;244831;243152;256728;273427;266887;265352;282883;275267;292006;307742;322584;339106;344164;351740;334531;350749;335564
3152303;Porto Firme;57803;57039;64166;66348;67358;72227;80356;81297;96027;103940;97531;99571;97432;100456;94236;94624;90799
3152402;Poté;92923;98743;96933;101900;104430;114052;116672;124582;130231;134630;142456;148018;151981;146883;147621;143785;141259
3152501;Pouso Alegre;3013205;2970315;3756089;3570577;4158100;4678064;4563513;4883730;5333036;5657772;6126705;6985369;7464014;7674235;7394112;7722541;7619096
3152600;Pouso Alto;91078;92766;101237;105560;114911;120324;117246;121861;120460;154185;156173;161779;139696;150621;165525;230726;224462
3152709;Prados;65803;71626;79604;82702;81347;83541;95243;91417;105582;126366;132555;171196;145595;149988;173731;158930;165690
3152808;Prata;473253;545975;677954;680480;672930;770339;764671;843949;924128;979529;982245;1016261;1023174;965371;1025305;970430;975613
3152907;Pratápolis;105040;119691;129451;116901;115725;208957;176245;161566;177507;188484;174442;161447;178682;162807;161981;144180;154867
3153004;Pratinha;62007;58188;65823;62602;67563;63339;78468;79758;77967;92703;81484;76981;89019;83730;104570;98379;92751
