Código;Município;renda_1970;renda_1980;renda_1991;renda_2000
2907905;Cipó;1,829,591,399,798;6,618,900,502,504;702,577,940,926;14,339,376,849,959
2908002;Coaraci;1,012,873,211,584;30,693,067,352,295;15,479,066,181,966;27,278,778,516,002
2908101;Cocos;2,346,698,374,932;9,417,372,412,063;7,154,517,445,322;14,706,039,106,591
2908200;Conceição da Feira;4,719,937,360,565;11,712,765,117,865;9,336,217,182,476;16,346,541,774,719
2908309;Conceição do Almeida;6,279,493,027,525;12,551,772,748,437;97,926,390,533;17,835,974,967,495
2908408;Conceição do Coité;13,597,114,407,116;38,951,042,113,306;26,487,349,849,256;52,776,869,750,014
2908507;Conceição do Jacuípe;7,644,034,163,491;17,050,208,142,112;17,436,208,396,661;36,464,359,072,076
2908606;Conde;4,712,466,168,988;9,845,627,110,109;6,060,883,708,037;16,830,254,126,035
2908705;Condeúba;5,537,438,429,138;11,608,995,625,821;1,090,146,320,294;19,429,778,256,867
2908804;Contendas do Sincorá;2,334,210,949,941;4,536,230,730,077;2,669,945,450,847;4,102,790,462,213
2908903;Coração de Maria;5,596,715,037,087;15,122,772,784,027;14,685,881,435,062;21,793,164,301,185
2909000;Cordeiros;2,485,403,511,191;3,703,091,670,618;3,931,390,996,796;6,864,830,999,494
2909109;Coribe;5,101,267,751,895;7,202,571,971,622;8,042,714,073,565;7,858,193,499,791
2909208;Coronel João Sá;2,434,071,689,111;7,320,819,333,444;6,907,444,875,855;11,003,027,600,332
2909307;Correntina;8,268,192,778,874;18,364,550,318,552;1,419,131,811,909;27,382,797,596,533
2909406;Cotegipe;4,434,302,011,678;16,162,388,498,813;5,235,580,519,181;10,299,563,363,462
2909505;Cravolândia;1,273,717,349,091;3,932,145,164,378;1,622,991,355,209;3,704,491,927,344
2909604;Crisópolis;3,038,464,991,718;11,551,576,106,631;8,840,671,719,381;15,238,638,999,348
2909703;Cristópolis;212,634,171,675;312,781,981,233;6,536,646,330,981;977,244,897,392
2909802;Cruz das Almas;13,551,398,060,206;41,257,440,742,211;37,659,241,385,627;83,151,864,974,214
2909901;Curaçá;5,126,648,539,841;10,709,249,762,804;13,390,349,529,715;27,164,515,095,524
2910008;Dário Meira;3,166,229,133,326;8,517,736,769,575;4,251,476,186,792;8,393,680,943,926
2910057;Dias d'Ávila;;;33,098,326,597,541;65,924,850,055,279
2910107;Dom Basílio;1,211,048,259,585;3,526,156,805,468;4,851,300,326,632;9,065,161,142,704
2910206;Dom Macedo Costa;1,955,383,842,723;377,621,134,253;1,628,835,538,268;3,636,242,860,959
2910305;Elísio Medrado;192,403,963,278;4,431,603,220,498;3,489,387,484,698;8,334,974,049,067
2910404;Encruzilhada;587,071,349,767;16,309,321,873,531;956,374,590,723;26,549,675,457
2910503;Entre Rios;7,136,573,047,599;16,706,665,537,751;14,178,192,431,657;40,951,120,262,269
2910602;Esplanada;6,825,972,513,919;14,985,603,783,279;13,398,408,394,943;22,498,181,441,412
2910701;Euclides da Cunha;9,593,009,985,494;30,751,018,707,941;20,346,630,085,141;42,223,656,228,853
2910727;Eunápolis;;;62,296,191,647,322;162,952,759,360,642
2910750;Fátima;;;5,668,755,902,444;15,465,500,154,029
2910776;Feira da Mata;;;4,545,171,333,926;426,723,497,862
2910800;Feira de Santana;144,720,151,038,136;403,179,653,965,271;490,972,924,559,663;978,771,046,193,685
2910859;Filadélfia;;;6,127,974,729,566;9,095,599,948,485
2910909;Firmino Alves;2,395,700,886,314;4,141,404,664,046;3,127,517,626,271;4,944,306,643,856
2911006;Floresta Azul;5,827,423,113,355;16,303,178,647,196;617,644,419,404;9,956,617,073,044
2911105;Formosa do Rio Preto;1,458,293,475,295;9,391,349,613,909;11,814,049,832,183;23,652,193,806,153
2911204;Gandu;7,323,613,797,156;34,274,908,375,691;26,824,744,723,318;40,317,979,767,774
2911253;Gavião;;;4,806,139,389,082;3,806,616,752,049
2911303;Gentio do Ouro;2,597,655,023,457;5,005,156,355,409;7,584,802,117,206;5,382,502,876,221
2911402;Glória;1,287,615,891,767;516,210,546,067;5,805,563,458,657;11,309,676,816,254
2911501;Gongogi;4,059,756,583,462;5,460,925,413,163;2,776,928,110,621;6,002,823,109,341
2911600;Governador Mangabeira;3,688,120,377,323;16,410,780,766,916;7,087,554,640,393;16,115,168,735,072
2911659;Guajeru;;;2,874,898,967,134;11,106,545,027,215
2911709;Guanambi;11,368,167,037,343;45,121,957,546,905;52,205,642,208,182;108,136,048,684,727
2911808;Guaratinga;8,201,763,930,604;17,734,480,039,029;16,430,323,711,214;19,433,597,825,715
2911857;Heliópolis;;;3,971,433,829,641;9,981,387,238,401
2911907;Iaçu;6,188,292,298,256;17,919,179,626,838;11,320,289,298,701;24,736,030,611,251
2912004;Ibiassucê;1,733,277,785,219;5,024,038,565,853;4,843,983,179,896;13,570,294,906,873
2912103;Ibicaraí;1,276,613,039,902;28,597,983,880,735;16,299,467,173,498;30,411,036,816,624
2912202;Ibicoara;1,315,152,016,999;3,930,101,604,075;3,215,725,769,661;19,002,832,290,114
2912301;Ibicuí;4,697,804,076,332;11,704,934,083,669;15,009,219,708,485;17,098,039,533,517
2912400;Ibipeba;2,501,718,351,273;7,616,661,539,441;8,545,312,215,713;12,481,575,901,224
2912509;Ibipitanga;1,755,836,337,795;4,755,667,706,675;6,625,101,351,746;12,657,335,174,997
2912608;Ibiquera;2,143,265,463,777;4,136,429,954,543;23,271,425,316;2,901,415,266,104
2912707;Ibirapitanga;5,423,147,561,863;17,854,948,837,374;9,469,256,754,025;15,490,098,039,165
2912806;Ibirapuã;4,234,947,810,543;6,877,883,350,496;4,613,961,460,708;8,433,228,787,004
2912905;Ibirataia;5,503,996,873,047;2,367,195,063,168;12,402,956,314,506;22,917,596,033,799
2913002;Ibitiara;418,574,233,018;13,698,461,434,791;5,973,104,267,166;11,952,416,907,136
2913101;Ibititá;2,297,560,550,896;12,386,381,019,457;7,962,032,832,891;14,988,516,155,518
2913200;Ibotirama;31,727,724,667;10,973,322,469,388;13,240,887,443,033;34,157,528,959,893
2913309;Ichu;857,727,587,778;3,215,204,081,776;4,019,757,219,456;5,257,225,989,181
2913408;Igaporã;3,264,765,741,518;7,403,348,074,936;5,858,056,009,578;14,674,262,776,331
2913457;Igrapiúna;;;5,855,297,314,604;9,440,658,948,285
2913507;Iguaí;6,508,026,436,128;14,437,682,746,107;11,768,556,416,315;22,015,308,677,366
2913606;Ilhéus;73,898,764,041,635;198,659,508,469,355;177,860,636,815,059;374,562,512,808,421
2913705;Inhambupe;4,952,249,858,309;14,209,486,373,782;11,258,378,884,322;23,039,911,807,042
2913804;Ipecaetá;3,269,781,974,931;8,651,356,758,887;6,820,267,656,969;12,787,756,068,876
2913903;Ipiaú;13,386,703,229,054;56,700,547,092,301;38,283,527,129,519;58,158,574,594,294
2914000;Ipirá;1,339,292,761,117;40,834,823,869,047;31,510,667,112,666;55,234,707,823,151
2914109;Ipupiara;1,408,140,806,348;2,870,160,058,741;3,517,684,975,423;7,124,317,310,961
2914208;Irajuba;1,643,478,508,445;4,492,724,536,491;2,064,398,610,418;4,449,331,378,001
2914307;Iramaia;3,024,924,061,058;8,273,712,998,062;5,879,803,045,809;11,648,488,738,687
2914406;Iraquara;2,895,468,511,267;6,782,138,898,703;6,408,131,945,209;13,065,240,359,149
2914505;Irará;5,485,140,088,096;13,478,641,822,697;10,930,513,509,818;23,600,287,069,459
2914604;Irecê;23,265,773,831,778;118,591,464,938,342;47,064,593,925,261;89,280,903,531,508
2914653;Itabela;;;11,488,594,001,661;25,664,983,301,225
2914703;Itaberaba;13,055,303,207,309;36,179,197,870,659;29,599,332,956,751;71,092,729,585,127
2914802;Itabuna;95,209,086,374,363;282,814,829,871,526;229,872,630,682,509;401,466,749,041,276
2914901;Itacaré;5,924,683,916,517;1,157,781,262,508;10,538,042,134,283;17,043,426,658,249
2915007;Itaeté;706,580,452,919;101,002,607,277;4,523,032,601,793;840,094,917,559
2915106;Itagi;3,628,621,470,012;9,384,889,615,566;5,419,843,331,025;13,530,437,260,899
2915205;Itagibá;4,711,973,244,317;13,233,919,539,781;8,230,512,372,073;12,693,733,411,529
2915304;Itagimirim;2,969,909,801,732;5,469,060,673,942;4,915,517,703,989;1,096,820,080,985
2915353;Itaguaçu da Bahia;;;4,413,658,236,807;7,523,641,562,078
2915403;Itaju do Colônia;3,339,728,952,223;7,803,257,278,796;3,328,950,511,833;7,960,484,109,047
2915502;Itajuípe;11,173,587,439,882;25,823,216,105,755;14,153,308,343,346;2,166,848,133,549
2915601;Itamaraju;18,836,198,097,825;70,620,222,473,687;54,641,303,529,181;90,591,088,638,831
2915700;Itamari;287,086,093,849;9,989,438,017,879;5,372,968,257,466;8,833,038,370,206
2915809;Itambé;10,762,700,898,689;17,826,757,472,708;12,060,813,039,369;23,524,200,725,309
2915908;Itanagra;96,724,385,138;326,102,535,453;2,122,198,974,837;5,132,159,796,121
2916005;Itanhém;7,694,573,440,022;20,096,678,931,055;16,082,550,047,541;25,133,828,372,871
2916104;Itaparica;5,227,669,101,766;14,141,227,158,384;8,144,797,761,525;24,707,628,359,678
2916203;Itapé;4,343,613,537,459;7,338,351,118,378;4,793,303,619,307;11,035,624,865,571
2916302;Itapebi;600,019,804,303;8,091,895,721,901;459,450,985,785;9,586,684,393,168
2916401;Itapetinga;26,161,493,637,975;61,106,476,546,322;48,875,881,106,653;91,688,743,594,184
2916500;Itapicuru;3,984,397,099,983;10,274,387,209,607;1,043,568,954,945;16,942,329,985,701
2916609;Itapitanga;3,034,898,536,748;7,626,468,030,198;5,567,570,053,354;8,334,814,518,906
2916708;Itaquara;2,229,556,276,718;4,765,764,534,436;2,869,618,256,974;6,444,322,570,024
2916807;Itarantim;5,507,717,971,052;10,963,944,315,322;6,848,106,870,715;16,257,908,156,772
2916856;Itatim;;;4,256,175,527,686;11,535,885,757,468
2916906;Itiruçu;3,500,335,408,165;8,500,941,580,374;6,033,463,028,271;15,067,031,117,779
2917003;Itiúba;608,501,008,196;17,445,981,387,814;15,656,581,715,262;2,407,861,477,186
2917102;Itororó;8,777,886,553,568;19,900,665,609,152;10,883,994,856,325;21,349,652,316,783
2917201;Ituaçu;3,676,580,140,915;8,538,693,007,784;9,227,309,232,724;20,308,355,945,872
2917300;Ituberá;6,067,815,709,623;27,508,427,960,973;8,973,102,934,957;2,270,933,699,851
2917334;Iuiú;;;512,036,499,323;754,301,268,014
2917359;Jaborandi;;;4,380,674,552,937;6,308,660,518,177
2917409;Jacaraci;1,697,110,645,655;8,202,411,516,834;5,531,409,457,611;11,692,486,551,304
2917508;Jacobina;27,889,010,970,179;95,110,304,250,795;57,869,566,285,809;111,044,340,418,115
2917607;Jaguaquara;8,304,069,962,749;28,785,270,066,576;2,249,378,066,981;53,296,978,311,272
2917706;Jaguarari;4,429,827,028,883;22,287,274,764,025;16,445,546,718,468;29,341,581,133,601
2917805;Jaguaripe;2,651,760,754,958;6,481,776,306,849;7,333,498,223,521;9,805,012,675,625
2917904;Jandaíra;1,276,510,588,892;367,723,465,131;3,151,390,141,486;5,766,035,569,778
2918001;Jequié;48,497,727,523,087;134,991,965,176,614;113,403,374,087,192;202,866,419,578,094
2918100;Jeremoabo;6,953,871,968,182;20,132,629,641,768;20,290,313,414,615;27,619,618,035,615
2918209;Jiquiriçá;2,170,231,342,821;6,585,014,410,487;497,262,584,895;12,509,803,088,433
2918308;Jitaúna;4,873,710,527,444;11,942,141,208,296;8,256,732,111,646;14,486,735,089,953
2918357;João Dourado;;;9,323,575,104,794;18,479,014,585,743
2918407;Juazeiro;33,174,651,879,296;130,120,725,420,235;106,251,904,793,551;302,821,228,561,545
2918456;Jucuruçu;;;5,363,268,973,497;10,079,917,804,332
2918506;Jussara;5,828,834,231,039;1,090,167,957,335;6,116,519,485,417;11,340,053,710,657
2918555;Jussari;;;3,129,713,430,697;6,349,836,937,978
2918605;Jussiape;204,868,191,814;5,014,845,008,771;6,097,474,295,871;10,407,105,413,256
2918704;Lafaiete Coutinho;1,304,124,035,641;3,953,721,505,078;1,418,354,920,781;3,030,463,769,743
2918753;Lagoa Real;;;1,651,545,649,427;75,908,650,287
2918803;Laje;4,967,018,268,051;10,424,225,298,519;1,063,666,391,905;19,338,476,422,095
2918902;Lajedão;1,570,622,309,077;4,523,808,517,977;4,979,947,200,075;5,202,936,513,955
2919009;Lajedinho;1,435,995,882,838;4,239,860,272,031;1,894,252,162,863;2,712,966,480,391
2919058;Lajedo do Tabocal;;;2,588,591,788,689;7,326,501,435,067
2919108;Lamarão;1,867,237,313,374;3,920,501,216,747;3,367,222,786,467;7,957,292,506,772
2919157;Lapão;;;10,317,001,643,316;25,068,629,591,824
2919207;Lauro de Freitas;4,637,377,310,817;48,265,826,543,633;113,529,419,979,163;361,272,569,717,397
2919306;Lençóis;2,448,018,557,735;4,983,371,222,975;4,565,158,350,099;11,015,724,223,656
2919405;Licínio de Almeida;3,303,049,557,609;8,270,672,972,486;692,760,550,123;14,072,376,930,926
2919504;Livramento de Nossa Senhora;6,824,290,770,925;20,151,553,520,948;21,386,923,021,496;42,818,200,579,055
2919553;Luís Eduardo Magalhães;;;;
2919603;Macajuba;1,485,723,283,441;435,625,583,935;3,785,245,725,597;7,156,322,138,018
2919702;Macarani;3,253,505,795,609;8,515,601,358,831;7,089,282,355,531;13,480,375,007,439
2919801;Macaúbas;667,832,707,726;1,331,811,413,464;13,001,317,414,036;31,497,984,018,532
2919900;Macururé;1,722,916,701,944;3,492,978,185,873;1,777,462,537,737;6,248,146,936,148
2919926;Madre de Deus;;;7,953,705,687,614;19,231,950,019,509
2919959;Maetinga;;;3,738,646,503,696;8,141,642,119,105
2920007;Maiquinique;1,612,192,289,639;4,372,537,114,131;3,312,422,694,557;6,864,737,181,007
2920106;Mairi;8,941,131,606,277;21,234,797,299,174;9,288,185,620,376;1,497,115,299,576
2920205;Malhada;3,749,793,952,298;11,367,202,699,901;4,429,370,218,025;9,116,218,214,705
2920304;Malhada de Pedras;2,012,862,725,402;3,552,427,823,837;3,771,284,048,677;5,871,836,650,745
2920403;Manoel Vitorino;2,843,769,411,981;823,505,247,531;5,244,821,877,559;11,036,493,903,588
2920452;Mansidão;;;2,853,161,802,441;4,860,138,150,639
2920502;Maracás;6,045,682,425,389;18,117,103,437,916;12,474,031,367,676;23,010,560,319,083
2920601;Maragogipe;12,561,508,669,542;35,647,671,913,206;18,866,422,333,054;33,884,902,292,143
2920700;Maraú;3,453,053,300,536;9,023,841,661,277;12,559,309,459,798;19,441,312,545,977
2920809;Marcionílio Souza;2,388,036,390,944;8,555,757,475,595;4,362,891,765,641;9,017,338,992,253
2920908;Mascote;4,092,453,919,952;18,192,048,917,378;7,438,649,599,512;11,869,869,812,495
2921005;Mata de São João;13,042,825,447,507;3,372,897,220,415;21,580,460,897,873;41,457,090,062,516
2921054;Matina;;;2,587,372,494,003;4,359,302,513,635
2921104;Medeiros Neto;8,303,103,443,787;24,346,586,745,245;18,443,278,023,711;29,591,306,267,143
2921203;Miguel Calmon;6,156,609,806,676;1,562,894,085,091;12,378,378,753,088;24,690,625,956,882
2921302;Milagres;2,665,891,262,185;6,931,868,559,289;5,076,957,028,512;12,144,557,613,451
2921401;Mirangaba;2,361,737,409,983;8,396,718,660,786;4,844,841,299,563;8,822,284,257,157
2921450;Mirante;;;3,768,177,654,293;7,212,154,725,148
2921500;Monte Santo;9,483,851,333,908;23,180,950,881,062;18,038,045,120,325;26,293,556,803,642
2921609;Morpará;16,412,845,104;3,468,435,748;2,893,195,428,352;6,692,282,876,616
2921708;Morro do Chapéu;6,501,753,728,063;26,383,832,218,044;17,341,917,719,631;36,417,758,004,839
2921807;Mortugaba;1,651,316,977,228;5,046,979,669,694;5,243,974,841,013;10,618,549,964,245
2921906;Mucugê;1,494,402,623,721;4,966,571,553,265;5,248,812,668,626;10,326,835,866,969
2922003;Mucuri;4,493,984,557,591;15,474,509,343,839;14,005,277,559,159;49,324,187,798,527
2922052;Mulungu do Morro;;;4,869,262,533,954;8,799,345,984,407
2922102;Mundo Novo;6,990,251,741,918;14,440,297,123,298;13,311,672,154,046;19,254,720,708,932
2922201;Muniz Ferreira;2,322,815,691,377;4,068,550,238,286;2,714,351,224,475;6,213,379,220,839
2922250;Muquém de São Francisco;;;2,754,176,487,269;7,214,614,464,886
2922300;Muritiba;9,663,401,561,508;22,583,378,183,715;14,630,411,397,863;35,280,037,572,891
2922409;Mutuípe;5,085,252,532,692;14,382,300,962,558;9,475,205,608,684;3,533,642,493,716
2922508;Nazaré;10,279,992,333,418;22,641,243,513,583;16,448,194,398,967;28,094,262,487,469
2922607;Nilo Peçanha;2,566,861,729,322;636,456,349,463;5,790,934,683,464;7,889,293,953,334
2922656;Nordestina;;;2,712,774,796,942;7,101,160,959,344
2922706;Nova Canaã;3,937,743,229,679;10,082,146,028,504;7,501,661,577,634;12,293,563,349,061
2922730;Nova Fátima;;;9,626,710,148,718;8,664,032,123,572
2922755;Nova Ibiá;;;4,937,344,995,613;5,775,958,579,231
2922805;Nova Itarana;1,283,807,807,056;4,087,350,007,358;2,241,287,883,519;4,701,836,984,971
2922854;Nova Redenção;;;3,818,054,490,352;6,289,453,443,638
2922904;Nova Soure;3,522,555,679,105;12,481,999,568,939;11,999,561,841,658;17,504,575,400,209
2923001;Nova Viçosa;4,909,152,777,787;20,967,208,288,873;20,734,349,013,097;40,090,266,233,882
2923035;Novo Horizonte;;;5,686,072,396,119;8,780,361,747,518
2923050;Novo Triunfo;;;3,065,444,875,749;8,191,793,475,261
2923100;Olindina;2,986,611,249,398;10,005,745,279,614;8,292,164,717,608;20,440,502,555,102
2923209;Oliveira dos Brejinhos;4,071,838,070,489;8,498,147,534,759;6,874,874,816,058;14,612,631,540,463
2923308;Ouriçangas;1,580,306,829,078;2,848,721,717,728;3,309,232,317,348;5,387,341,720,867
2923357;Ourolândia;;;4,964,381,144,348;1,025,927,306,345
2923407;Palmas de Monte Alto;3,077,531,688,168;10,032,615,790,131;9,057,245,790,168;21,606,792,921,906
2923506;Palmeiras;1,608,239,227,084;5,102,919,724,705;4,526,202,850,704;8,559,590,706,037
2923605;Paramirim;4,364,055,413,508;14,938,351,435,847;8,287,160,774,089;32,127,857,394,067
2923704;Paratinga;4,610,798,039,358;7,256,519,992,188;7,040,605,457,978;1,338,367,759,885
2923803;Paripiranga;572,128,000,093;27,960,527,929,642;18,345,027,795,097;24,664,889,284,926
2923902;Pau Brasil;6,291,816,144,293;15,604,145,712,312;7,685,941,990,975;121,191,403,613
2924009;Paulo Afonso;24,321,473,498,576;80,442,944,772,081;9,400,712,858,003;161,616,690,324,658
2924058;Pé de Serra;;;5,525,362,137,104;9,131,930,417,962
2924108;Pedrão;2,061,478,629,199;5,183,070,659,898;3,009,349,650,875;3,930,900,005,169
2924207;Pedro Alexandre;1,957,577,840,767;6,268,888,490,731;4,746,003,751,294;9,042,768,170,242
2924306;Piatã;282,871,104,655;9,118,549,323,213;5,812,562,116,649;1,376,576,709,466
2924405;Pilão Arcado;4,649,014,199,122;11,952,014,906,693;6,689,070,768,933;14,158,511,643,738
2924504;Pindaí;2,962,989,525,963;9,983,538,979,303;6,497,462,561,061;12,205,020,868,747
2924603;Pindobaçu;5,753,774,368,438;14,770,873,133,675;7,940,952,087,829;15,776,980,387,721
2924652;Pintadas;;;4,753,516,667,098;9,301,199,672,867
2924678;Piraí do Norte;;;6,382,762,107,573;6,645,619,666,429
2924702;Piripá;1,820,032,527,262;4,993,257,914,849;4,631,646,735,206;11,926,736,800,066
2924801;Piritiba;4,121,082,211,611;13,202,142,871,554;10,393,494,449,499;16,859,258,050,412
2924900;Planaltino;2,301,426,626,745;9,203,030,222,617;4,122,122,828,079;5,860,045,354,161
2925006;Planalto;668,496,706,253;12,979,132,688,771;9,731,595,554,215;19,624,409,064,455
2925105;Poções;12,788,669,621,218;29,684,667,345,968;20,060,581,338,762;45,400,647,639,605
2925204;Pojuca;6,960,879,230,658;20,842,859,817,504;20,725,181,634,243;35,678,544,392,361
2925253;Ponto Novo;;;4,674,985,024,259;10,005,689,831,321
2925303;Porto Seguro;10,041,658,422,539;67,127,505,053,457;31,955,482,242,499;187,527,574,167,089
2925402;Potiraguá;4,565,342,652,568;7,749,294,024,498;4,684,110,185,922;9,540,370,193,909
2925501;Prado;8,027,877,504,122;21,818,368,404,883;12,787,247,741,359;41,371,564,773,605
2925600;Presidente Dutra;1,120,736,727,761;961,235,476,877;6,409,143,737,762;1,203,270,882,192
2925709;Presidente Jânio Quadros;2,439,097,587,714;8,274,784,287,841;5,168,317,946,305;11,680,183,016,004
2925758;Presidente Tancredo Neves;;;6,266,717,771,831;16,212,779,964,463
2925808;Queimadas;5,444,913,568,891;14,302,313,565,955;9,053,910,223,006;19,719,618,335,561
2925907;Quijingue;3,419,650,405,204;9,884,002,224,417;6,887,413,421,724;144,639,761,612
2925931;Quixabeira;;;56,791,089,787;5,895,482,250,678
2925956;Rafael Jambeiro;;;9,429,665,642,301;12,856,977,055,107
2926004;Remanso;5,817,748,258,543;20,347,902,881,051;16,126,761,348,025;34,824,249,420,377
2926103;Retirolândia;2,859,745,970,425;8,016,822,547,924;4,526,559,633,274;11,585,442,571,885
2926202;Riachão das Neves;4,264,436,304,079;11,312,730,011,694;7,930,362,111,297;12,151,761,195,633
2926301;Riachão do Jacuípe;13,478,348,557,046;51,380,986,228,817;21,838,165,732,521;3,248,905,938,217
2926400;Riacho de Santana;7,971,606,770,146;17,279,263,876,126;11,356,123,831,808;19,936,132,319,163
2926509;Ribeira do Amparo;5,672,229,163,601;11,254,348,975,203;465,225,909,411;9,014,155,216,792
2926608;Ribeira do Pombal;11,546,480,120,672;34,095,593,912,038;27,022,814,387,415;50,176,282,537,807
2926657;Ribeirão do Largo;;;4,638,237,586,448;11,684,543,886,302
