"Código do Nível Geográfico";"Nível Geográfico";"Código do Item Geográfico";"Item Geográfico";"Ordem Geográfica";"Código do Item Temporal";"Nível Temporal";"Item Temporal";"Total de rendimentos brutos (operação: Soma)";"Freqüência";"Observações"
"9035";"Município";"1701101";"Aparecida do Rio Negro";"270";"2000";"8005";"2000";"394.552";"3517";"699"
"9035";"Município";"5001003";"Aparecida do Taboado";"271";"2000";"8005";"2000";"4.097.367";"18402";"1962"
"9035";"Município";"3502606";"Aparecida d'Oeste";"272";"2000";"8005";"2000";"1.233.979";"4935";"1094"
"9035";"Município";"3300159";"Aperibé";"273";"2000";"8005";"2000";"1.968.049";"8018";"1811"
"9035";"Município";"3200508";"Apiacá";"274";"2000";"8005";"2000";"1.371.976";"7615";"1513"
"9035";"Município";"5100805";"Apiacás";"275";"2000";"8005";"2000";"1.357.210";"6665";"1347"
"9035";"Município";"3502705";"Apiaí";"276";"2000";"8005";"2000";"4.628.802";"27162";"2824"
"9035";"Município";"2100832";"Apicum-Açu";"277";"2000";"8005";"2000";"485.841";"11099";"2224"
"9035";"Município";"4201257";"Apiúna";"278";"2000";"8005";"2000";"2.079.823";"8520";"1851"
"9035";"Município";"2401008";"Apodi";"279";"2000";"8005";"2000";"2.999.059";"34174";"3953"
"9035";"Município";"2901908";"Aporá";"280";"2000";"8005";"2000";"1.196.714";"16769";"3506"
"9035";"Município";"5201504";"Aporé";"281";"2000";"8005";"2000";"1.064.354";"3427";"759"
"9035";"Município";"2901957";"Apuarema";"282";"2000";"8005";"2000";"528.099";"7443";"1519"
"9035";"Município";"4101408";"Apucarana";"283";"2000";"8005";"2000";"31.102.587";"107827";"11037"
"9035";"Município";"1300144";"Apuí";"284";"2000";"8005";"2000";"1.812.719";"13864";"2908"
"9035";"Município";"2300903";"Apuiarés";"285";"2000";"8005";"2000";"756.730";"12540";"2537"
"9035";"Município";"2800209";"Aquidabã";"286";"2000";"8005";"2000";"1.650.655";"18344";"2036"
"9035";"Município";"5001102";"Aquidauana";"287";"2000";"8005";"2000";"10.618.875";"43440";"4414"
"9035";"Município";"2301000";"Aquiraz";"288";"2000";"8005";"2000";"7.435.729";"60469";"6590"
"9035";"Município";"4201273";"Arabutã";"289";"2000";"8005";"2000";"1.329.720";"4160";"906"
"9035";"Município";"2500809";"Araçagi";"290";"2000";"8005";"2000";"1.178.848";"18095";"2115"
"9035";"Município";"3103207";"Araçaí";"291";"2000";"8005";"2000";"341.371";"2145";"502"
"9035";"Município";"2800308";"Aracaju";"292";"2000";"8005";"2000";"161.942.320";"461534";"47283"
"9035";"Município";"3502754";"Araçariguama";"293";"2000";"8005";"2000";"3.015.616";"11154";"2134"
"9035";"Município";"2902054";"Araças";"294";"2000";"8005";"2000";"656.860";"11003";"2423"
"9035";"Município";"2301109";"Aracati";"295";"2000";"8005";"2000";"6.696.217";"61187";"6395"
"9035";"Município";"2902005";"Aracatu";"296";"2000";"8005";"2000";"1.079.111";"15913";"2445"
"9035";"Município";"3502804";"Araçatuba";"297";"2000";"8005";"2000";"84.916.224";"169254";"17177"
"9035";"Município";"2902104";"Araci";"298";"2000";"8005";"2000";"2.816.321";"47584";"5323"
"9035";"Município";"3103306";"Aracitaba";"299";"2000";"8005";"2000";"298.946";"2086";"402"
"9035";"Município";"2301208";"Aracoiaba";"300";"2000";"8005";"2000";"1.741.042";"24064";"2823"
"9035";"Município";"2601052";"Araçoiaba";"301";"2000";"8005";"2000";"1.141.667";"15108";"2974"
"9035";"Município";"3502903";"Araçoiaba da Serra";"302";"2000";"8005";"2000";"6.170.271";"20112";"2782"
"9035";"Município";"3200607";"Aracruz";"303";"2000";"8005";"2000";"16.162.544";"64637";"6500"
"9035";"Município";"5201603";"Araçu";"304";"2000";"8005";"2000";"601.201";"4127";"903"
"9035";"Município";"3103405";"Araçuaí";"305";"2000";"8005";"2000";"4.717.078";"35713";"3841"
"9035";"Município";"5201702";"Aragarças";"306";"2000";"8005";"2000";"3.113.584";"16592";"1714"
"9035";"Município";"5201801";"Aragoiânia";"307";"2000";"8005";"2000";"1.263.815";"6424";"1248"
"9035";"Município";"1701309";"Aragominas";"308";"2000";"8005";"2000";"447.489";"6180";"1408"
"9035";"Município";"1701903";"Araguacema";"309";"2000";"8005";"2000";"721.483";"5414";"1213"
"9035";"Município";"1702000";"Araguaçu";"310";"2000";"8005";"2000";"1.744.183";"9346";"1909"
"9035";"Município";"5101001";"Araguaiana";"311";"2000";"8005";"2000";"663.870";"3426";"616"
"9035";"Município";"1702109";"Araguaína";"312";"2000";"8005";"2000";"23.932.637";"113143";"11661"
"9035";"Município";"5101209";"Araguainha";"313";"2000";"8005";"2000";"146.464";"1352";"304"
"9035";"Município";"1702158";"Araguanã";"314";"2000";"8005";"2000";"578.765";"4262";"976"
"9035";"Município";"2100873";"Araguanã";"315";"2000";"8005";"2000";"423.000";"9123";"1789"
"9035";"Município";"5202155";"Araguapaz";"316";"2000";"8005";"2000";"1.708.887";"7310";"1473"
"9035";"Município";"3103504";"Araguari";"317";"2000";"8005";"2000";"32.770.448";"101974";"10326"
"9035";"Município";"1702208";"Araguatins";"318";"2000";"8005";"2000";"2.663.895";"26010";"2747"
"9035";"Município";"2100907";"Araioses";"319";"2000";"8005";"2000";"1.592.983";"34906";"4072"
"9035";"Município";"5001243";"Aral Moreira";"320";"2000";"8005";"2000";"1.201.811";"8055";"1658"
"9035";"Município";"2902203";"Aramari";"321";"2000";"8005";"2000";"896.035";"9258";"1936"
"9035";"Município";"4300851";"Arambaré";"322";"2000";"8005";"2000";"775.606";"3917";"756"
"9035";"Município";"2100956";"Arame";"323";"2000";"8005";"2000";"1.973.388";"30163";"3429"
"9035";"Município";"3503000";"Aramina";"324";"2000";"8005";"2000";"1.195.902";"4763";"980"
"9035";"Município";"3503109";"Arandu";"325";"2000";"8005";"2000";"1.141.199";"6065";"1247"
"9035";"Município";"3103603";"Arantina";"326";"2000";"8005";"2000";"415.574";"2906";"573"
"9035";"Município";"3503158";"Arapeí";"327";"2000";"8005";"2000";"398.606";"2618";"593"
"9035";"Município";"2700300";"Arapiraca";"328";"2000";"8005";"2000";"24.115.969";"186466";"19433"
"9035";"Município";"1702307";"Arapoema";"329";"2000";"8005";"2000";"1.168.165";"7025";"1566"
"9035";"Município";"3103702";"Araponga";"330";"2000";"8005";"2000";"742.931";"7916";"2014"
"9035";"Município";"4101507";"Arapongas";"331";"2000";"8005";"2000";"25.972.023";"85428";"8644"
"9035";"Município";"3103751";"Araporã";"332";"2000";"8005";"2000";"1.497.791";"5309";"1116"
"9035";"Município";"4101606";"Arapoti";"333";"2000";"8005";"2000";"8.102.806";"23884";"2599"
"9035";"Município";"3103801";"Arapuá";"334";"2000";"8005";"2000";"770.431";"2772";"781"
"9035";"Município";"4101655";"Arapuã";"335";"2000";"8005";"2000";"439.638";"4172";"964"
"9035";"Município";"5101258";"Araputanga";"336";"2000";"8005";"2000";"3.449.480";"13675";"2711"
"9035";"Município";"4201307";"Araquari";"337";"2000";"8005";"2000";"4.363.529";"23645";"2398"
"9035";"Município";"2500908";"Arara";"338";"2000";"8005";"2000";"885.262";"11530";"2345"
"9035";"Município";"4201406";"Araranguá";"339";"2000";"8005";"2000";"15.844.843";"54706";"5497"
"9035";"Município";"3503208";"Araraquara";"340";"2000";"8005";"2000";"80.154.057";"182471";"18651"
"9035";"Município";"3503307";"Araras";"341";"2000";"8005";"2000";"39.097.882";"104196";"10382"
"9035";"Município";"2301257";"Ararendá";"342";"2000";"8005";"2000";"647.591";"10008";"2145"
"9035";"Município";"2101004";"Arari";"343";"2000";"8005";"2000";"2.523.945";"26366";"2768"
"9035";"Município";"4300877";"Araricá";"344";"2000";"8005";"2000";"840.153";"4032";"728"
"9035";"Município";"2301307";"Araripe";"345";"2000";"8005";"2000";"1.300.924";"19606";"2766"
"9035";"Município";"2601102";"Araripina";"346";"2000";"8005";"2000";"8.131.477";"70898";"8411"
"9035";"Município";"3300209";"Araruama";"347";"2000";"8005";"2000";"21.563.504";"82803";"8988"
"9035";"Município";"2501005";"Araruna";"348";"2000";"8005";"2000";"1.130.059";"16605";"1900"
"9035";"Município";"4101705";"Araruna";"349";"2000";"8005";"2000";"2.462.480";"13081";"2824"
"9035";"Município";"2902252";"Arataca";"350";"2000";"8005";"2000";"804.711";"11218";"2458"
"9035";"Município";"4300901";"Aratiba";"351";"2000";"8005";"2000";"1.501.688";"7116";"1515"
"9035";"Município";"2301406";"Aratuba";"352";"2000";"8005";"2000";"760.902";"12359";"2472"
"9035";"Município";"2902302";"Aratuípe";"353";"2000";"8005";"2000";"698.353";"8381";"1869"
"9035";"Município";"2800407";"Arauá";"354";"2000";"8005";"2000";"1.003.253";"9762";"2222"
"9035";"Município";"4101804";"Araucária";"355";"2000";"8005";"2000";"22.794.968";"94258";"9736"
"9035";"Município";"3103900";"Araújos";"356";"2000";"8005";"2000";"1.314.728";"6217";"1434"
"9035";"Município";"3104007";"Araxá";"357";"2000";"8005";"2000";"26.661.016";"78997";"8064"
"9035";"Município";"3104106";"Arceburgo";"358";"2000";"8005";"2000";"1.828.788";"8035";"1644"
"9035";"Município";"3503356";"Arco-Íris";"359";"2000";"8005";"2000";"278.155";"2163";"467"
"9035";"Município";"3104205";"Arcos";"360";"2000";"8005";"2000";"8.691.630";"32687";"3484"
"9035";"Município";"2601201";"Arcoverde";"361";"2000";"8005";"2000";"10.474.375";"61600";"6400"
"9035";"Município";"3104304";"Areado";"362";"2000";"8005";"2000";"3.431.740";"12228";"2512"
"9035";"Município";"3300225";"Areal";"363";"2000";"8005";"2000";"2.470.989";"9899";"2011"
"9035";"Município";"3503406";"Arealva";"364";"2000";"8005";"2000";"1.979.807";"7244";"1647"
"9035";"Município";"2501104";"Areia";"365";"2000";"8005";"2000";"2.375.062";"26131";"2978"
"9035";"Município";"2401107";"Areia Branca";"366";"2000";"8005";"2000";"3.286.999";"22530";"2436"
"9035";"Município";"2800506";"Areia Branca";"367";"2000";"8005";"2000";"1.295.207";"14824";"1639"
"9035";"Município";"2501153";"Areia de Baraúnas";"368";"2000";"8005";"2000";"137.283";"2104";"439"
"9035";"Município";"2501203";"Areial";"369";"2000";"8005";"2000";"503.610";"6039";"1348"
"9035";"Município";"3503505";"Areias";"370";"2000";"8005";"2000";"722.106";"3600";"700"
"9035";"Município";"3503604";"Areiópolis";"371";"2000";"8005";"2000";"2.076.676";"10296";"2108"
"9035";"Município";"5101308";"Arenápolis";"372";"2000";"8005";"2000";"2.083.911";"11746";"2687"
"9035";"Município";"5202353";"Arenópolis";"373";"2000";"8005";"2000";"730.116";"3999";"739"
"9035";"Município";"2401206";"Arês";"374";"2000";"8005";"2000";"1.045.664";"11323";"2363"
"9035";"Município";"3104403";"Argirita";"375";"2000";"8005";"2000";"556.265";"3173";"800"
"9035";"Município";"3104452";"Aricanduva";"376";"2000";"8005";"2000";"325.509";"4255";"1090"
"9035";"Município";"3104502";"Arinos";"377";"2000";"8005";"2000";"2.112.749";"17709";"1885"
"9035";"Município";"5101407";"Aripuanã";"378";"2000";"8005";"2000";"5.470.566";"27560";"2754"
"9035";"Município";"1100023";"Ariquemes";"379";"2000";"8005";"2000";"19.963.056";"74503";"7485"
"9035";"Município";"3503703";"Ariranha";"380";"2000";"8005";"2000";"1.647.278";"7477";"1508"
"9035";"Município";"4101853";"Ariranha do Ivaí";"381";"2000";"8005";"2000";"425.429";"2883";"585"
"9035";"Município";"3300233";"Armação dos Búzios";"382";"2000";"8005";"2000";"7.037.359";"18204";"2144"
"9035";"Município";"4201505";"Armazém";"383";"2000";"8005";"2000";"1.908.955";"6873";"1460"
"9035";"Município";"2301505";"Arneiroz";"384";"2000";"8005";"2000";"421.362";"7538";"1625"
"9035";"Município";"2200905";"Aroazes";"385";"2000";"8005";"2000";"452.098";"6025";"1337"
"9035";"Município";"2501302";"Aroeiras";"386";"2000";"8005";"2000";"1.473.407";"19520";"2185"
"9035";"Município";"2201002";"Arraial";"387";"2000";"8005";"2000";"334.967";"4909";"1069"
"9035";"Município";"3300258";"Arraial do Cabo";"388";"2000";"8005";"2000";"7.244.271";"23877";"2657"
"9035";"Município";"1702406";"Arraias";"389";"2000";"8005";"2000";"1.590.514";"10984";"2201"
"9035";"Município";"4301008";"Arroio do Meio";"390";"2000";"8005";"2000";"6.296.650";"16951";"1701"
"9035";"Município";"4301057";"Arroio do Sal";"391";"2000";"8005";"2000";"1.620.540";"5273";"1069"
"9035";"Município";"4301206";"Arroio do Tigre";"392";"2000";"8005";"2000";"2.561.251";"12216";"2540"
"9035";"Município";"4301107";"Arroio dos Ratos";"393";"2000";"8005";"2000";"2.972.196";"13335";"2711"
"9035";"Município";"4301305";"Arroio Grande";"394";"2000";"8005";"2000";"4.304.208";"19152";"2062"
"9035";"Município";"4201604";"Arroio Trinta";"395";"2000";"8005";"2000";"881.013";"3490";"625"
"9035";"Município";"3503802";"Artur Nogueira";"396";"2000";"8005";"2000";"10.446.472";"33124";"3298"
"9035";"Município";"5202502";"Aruanã";"397";"2000";"8005";"2000";"885.933";"5095";"1092"
"9035";"Município";"3503901";"Arujá";"398";"2000";"8005";"2000";"19.933.903";"59185";"5978"
"9035";"Município";"4201653";"Arvoredo";"399";"2000";"8005";"2000";"457.669";"2305";"523"
"9035";"Município";"4301404";"Arvorezinha";"400";"2000";"8005";"2000";"2.954.970";"10262";"2132"
"9035";"Município";"4201703";"Ascurra";"401";"2000";"8005";"2000";"1.909.778";"6934";"1428"
"9035";"Município";"3503950";"Aspásia";"402";"2000";"8005";"2000";"326.408";"1861";"365"
"9035";"Município";"4101903";"Assaí";"403";"2000";"8005";"2000";"3.614.010";"18045";"2090"
"9035";"Município";"2301604";"Assaré";"404";"2000";"8005";"2000";"1.351.255";"20882";"2439"
"9035";"Município";"3504008";"Assis";"405";"2000";"8005";"2000";"34.650.065";"87251";"8769"
"9035";"Município";"1200054";"Assis Brasil";"406";"2000";"8005";"2000";"434.649";"3490";"626"
"9035";"Município";"4102000";"Assis Chateaubriand";"407";"2000";"8005";"2000";"11.589.491";"33317";"3411"
"9035";"Município";"2501351";"Assunção";"408";"2000";"8005";"2000";"252.258";"2960";"462"
"9035";"Município";"2201051";"Assunção do Piauí";"409";"2000";"8005";"2000";"582.249";"6933";"1397"
"9035";"Município";"3104601";"Astolfo Dutra";"410";"2000";"8005";"2000";"2.592.849";"11805";"2545"
"9035";"Município";"4102109";"Astorga";"411";"2000";"8005";"2000";"6.393.936";"23637";"2500"
"9035";"Município";"2700409";"Atalaia";"412";"2000";"8005";"2000";"3.103.276";"40552";"4286"
"9035";"Município";"4102208";"Atalaia";"413";"2000";"8005";"2000";"929.969";"4015";"837"
"9035";"Município";"1300201";"Atalaia do Norte";"414";"2000";"8005";"2000";"772.586";"10049";"1890"
"9035";"Município";"4201802";"Atalanta";"415";"2000";"8005";"2000";"947.355";"3429";"712"
"9035";"Município";"3104700";"Ataléia";"416";"2000";"8005";"2000";"1.885.902";"16747";"3888"
"9035";"Município";"3504107";"Atibaia";"417";"2000";"8005";"2000";"49.476.467";"111300";"11981"
"9035";"Município";"3200706";"Atilio Vivacqua";"418";"2000";"8005";"2000";"1.391.310";"8327";"1802"
"9035";"Município";"1702554";"Augustinópolis";"419";"2000";"8005";"2000";"1.367.947";"12964";"1387"
"9035";"Município";"1500909";"Augusto Corrêa";"420";"2000";"8005";"2000";"2.293.578";"33011";"3615"
"9035";"Município";"3104809";"Augusto de Lima";"421";"2000";"8005";"2000";"716.757";"5159";"1179"
"9035";"Município";"4301503";"Augusto Pestana";"422";"2000";"8005";"2000";"1.911.421";"8173";"1586"
"9035";"Município";"2401305";"Augusto Severo";"423";"2000";"8005";"2000";"872.959";"9024";"2011"
"9035";"Município";"4301552";"Áurea";"424";"2000";"8005";"2000";"650.841";"3889";"748"
"9035";"Município";"2902401";"Aurelino Leal";"425";"2000";"8005";"2000";"1.065.971";"17149";"1773"
"9035";"Município";"3504206";"Auriflama";"426";"2000";"8005";"2000";"4.401.533";"13513";"2827"
"9035";"Município";"5202601";"Aurilândia";"427";"2000";"8005";"2000";"700.645";"4235";"952"
"9035";"Município";"2301703";"Aurora";"428";"2000";"8005";"2000";"1.761.765";"25207";"2870"
"9035";"Município";"4201901";"Aurora";"429";"2000";"8005";"2000";"1.503.112";"5474";"1184"
"9035";"Município";"1500958";"Aurora do Pará";"430";"2000";"8005";"2000";"1.709.853";"19728";"2010"
"9035";"Município";"1702703";"Aurora do Tocantins";"431";"2000";"8005";"2000";"250.424";"3101";"595"
"9035";"Município";"1300300";"Autazes";"432";"2000";"8005";"2000";"2.145.081";"24345";"2332"
"9035";"Município";"3504305";"Avaí";"433";"2000";"8005";"2000";"966.818";"4596";"968"
"9035";"Município";"3504404";"Avanhandava";"434";"2000";"8005";"2000";"1.884.819";"8829";"1817"
"9035";"Município";"3504503";"Avaré";"435";"2000";"8005";"2000";"28.024.097";"76472";"7717"
"9035";"Município";"1501006";"Aveiro";"436";"2000";"8005";"2000";"881.842";"15518";"1694"
"9035";"Município";"2201101";"Avelino Lopes";"437";"2000";"8005";"2000";"534.766";"9625";"1956"
"9035";"Município";"5202809";"Avelinópolis";"438";"2000";"8005";"2000";"966.596";"2507";"458"
"9035";"Município";"2101103";"Axixá";"439";"2000";"8005";"2000";"615.622";"10142";"2223"
"9035";"Município";"1702901";"Axixá do Tocantins";"440";"2000";"8005";"2000";"653.061";"8827";"1811"
"9035";"Município";"1703008";"Babaçulândia";"441";"2000";"8005";"2000";"731.256";"10688";"2629"
"9035";"Município";"2101202";"Bacabal";"442";"2000";"8005";"2000";"9.327.684";"91823";"9762"
"9035";"Município";"2101251";"Bacabeira";"443";"2000";"8005";"2000";"636.349";"10516";"2195"
"9035";"Município";"2101301";"Bacuri";"444";"2000";"8005";"2000";"1.146.577";"15531";"3146"
"9035";"Município";"2101350";"Bacurituba";"445";"2000";"8005";"2000";"256.218";"4671";"951"
"9035";"Município";"3504602";"Bady Bassitt";"446";"2000";"8005";"2000";"3.656.981";"11550";"2354"
"9035";"Município";"3104908";"Baependi";"447";"2000";"8005";"2000";"3.472.210";"17523";"2109"
"9035";"Município";"4301602";"Bagé";"448";"2000";"8005";"2000";"35.024.929";"118767";"12065"
"9035";"Município";"1501105";"Bagre";"449";"2000";"8005";"2000";"803.389";"13708";"2766"
"9035";"Município";"2501401";"Baía da Traição";"450";"2000";"8005";"2000";"414.709";"6483";"1220"
"9035";"Município";"2401404";"Baía Formosa";"451";"2000";"8005";"2000";"599.496";"7821";"1492"
"9035";"Município";"2902500";"Baianópolis";"452";"2000";"8005";"2000";"950.310";"12179";"2557"
"9035";"Município";"1501204";"Baião";"453";"2000";"8005";"2000";"1.775.739";"21119";"2180"
"9035";"Município";"2902609";"Baixa Grande";"454";"2000";"8005";"2000";"1.515.050";"20441";"2332"
"9035";"Município";"2201150";"Baixa Grande do Ribeiro";"455";"2000";"8005";"2000";"544.075";"7779";"1704"
"9035";"Município";"2301802";"Baixio";"456";"2000";"8005";"2000";"387.488";"5830";"1483"
"9035";"Município";"3200805";"Baixo Guandu";"457";"2000";"8005";"2000";"5.210.850";"27819";"3002"
"9035";"Município";"3504701";"Balbinos";"458";"2000";"8005";"2000";"300.666";"1313";"270"
"9035";"Município";"3105004";"Baldim";"459";"2000";"8005";"2000";"1.301.133";"8155";"1652"
"9035";"Município";"5203104";"Baliza";"460";"2000";"8005";"2000";"382.218";"2270";"475"
"9035";"Município";"4201950";"Balneário Arroio do Silva";"461";"2000";"8005";"2000";"1.511.320";"6043";"1230"
"9035";"Município";"4202057";"Balneário Barra do Sul";"462";"2000";"8005";"2000";"1.481.144";"6045";"1143"
"9035";"Município";"4202008";"Balneário Camboriú";"463";"2000";"8005";"2000";"49.032.061";"73455";"7386"
"9035";"Município";"4202073";"Balneário Gaivota";"464";"2000";"8005";"2000";"1.157.475";"5450";"970"
"9035";"Município";"4301636";"Balneário Pinhal";"465";"2000";"8005";"2000";"2.331.654";"7452";"1403"
